dataset,N,N_indexed,method,attack,frac,seed,recon_f1,recon_em,distinguish_auc
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,0,,,0.50303
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,1,0.007198,0.001334,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,1,,,0.510996
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,2,0.002525,0.001203,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,2,,,0.499312
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,3,0.002481,0.002035,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,3,,,0.499202
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,4,0.004581,0.002477,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,4,,,0.504452
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,5,0.003005,0.000713,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,5,,,0.500513
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,6,0.009366,0.000544,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,6,,,0.516415
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,7,0.00227,0.000622,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,7,,,0.498674
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,8,0.002185,0.001758,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,8,,,0.498463
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.2,9,0.009346,3e-05,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.2,9,,,0.516364
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,0,0.005021,0.000875,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,0,,,0.505551
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,1,0.00594,0.0,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,1,,,0.50785
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,2,0.009965,0.000177,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,2,,,0.517912
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,3,0.00141,0.000558,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,3,,,0.496525
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,4,0.00789,0.000595,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,4,,,0.512726
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,5,0.01195,0.000671,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,5,,,0.522875
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,6,0.0,6e-05,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,6,,,0.488826
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,7,0.006663,0.001725,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,7,,,0.509657
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,8,0.006758,0.002288,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,8,,,0.509895
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.3,9,0.0,0.001064,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.3,9,,,0.485
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,0,0.000899,0.001461,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,0,,,0.495247
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,1,0.00606,0.001795,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,1,,,0.508151
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,2,0.0,0.0,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,2,,,0.486931
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,3,0.0,0.002878,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,3,,,0.485846
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,4,0.011252,0.001252,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,4,,,0.521131
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,5,0.013364,0.000266,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,5,,,0.52641
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,6,0.001884,0.0,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,6,,,0.49771
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,7,0.005143,0.000454,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,7,,,0.505858
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,8,0.003188,0.0026,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,8,,,0.500971
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.4,9,0.001872,0.001392,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.4,9,,,0.497679
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,0,0.0,0.000826,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,0,,,0.489345
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,1,0.007458,0.001632,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,1,,,0.511646
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,2,0.004013,0.001291,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,2,,,0.503033
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,3,0.012273,0.001303,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,3,,,0.523682
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,4,0.010795,0.00081,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,4,,,0.519988
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,5,0.009207,0.002487,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,5,,,0.516018
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,6,0.007769,1e-06,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,6,,,0.512422
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,7,0.008819,0.0,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,7,,,0.515048
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,8,0.000882,0.000744,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,8,,,0.495205
MS-MARCO-RBAC,8000000,8000000,Oracle,A1_reconstruction,0.5,9,0.012077,0.001118,
MS-MARCO-RBAC,8000000,8000000,Oracle,A2_distinguishing,0.5,9,,,0.523192
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,0,0.351538,0.036784,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,0,,,0.775217
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,1,0.352363,0.035015,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,1,,,0.774118
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,2,0.369123,0.02297,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,2,,,0.78882
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,3,0.333563,0.052484,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,3,,,0.768776
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,4,0.340826,0.029021,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,4,,,0.767465
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,5,0.353192,0.052005,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,5,,,0.773737
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,6,0.364931,0.029331,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,6,,,0.783534
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,7,0.376488,0.030242,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,7,,,0.792396
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,8,0.372159,0.039148,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,8,,,0.794476
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.1,9,0.31682,0.038543,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.1,9,,,0.761189
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,0,0.424398,0.04578,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,0,,,0.851514
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,1,0.363139,0.056941,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,1,,,0.816849
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,2,0.385869,0.04916,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,2,,,0.828026
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,3,0.368199,0.028489,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,3,,,0.818067
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,4,0.408172,0.049196,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,4,,,0.837774
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,5,0.346588,0.041484,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,5,,,0.80542
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,6,0.359945,0.057846,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,6,,,0.815788
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,7,0.363774,0.033793,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,7,,,0.811578
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,8,0.367068,0.051356,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,8,,,0.811344
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.2,9,0.375344,0.053558,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.2,9,,,0.828006
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,0,0.424405,0.059055,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,0,,,0.878103
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,1,0.401972,0.033216,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,1,,,0.870257
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,2,0.388622,0.066335,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,2,,,0.863216
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,3,0.389196,0.060575,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,3,,,0.858886
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,4,0.339862,0.052226,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,4,,,0.827702
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,5,0.349398,0.036984,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,5,,,0.835399
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,6,0.393808,0.055217,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,6,,,0.86802
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,7,0.365701,0.045198,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,7,,,0.844737
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,8,0.398245,0.059725,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,8,,,0.864787
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.3,9,0.380451,0.043055,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.3,9,,,0.853936
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,0,0.40912,0.060109,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,0,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,1,0.434622,0.056345,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,1,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,2,0.432903,0.064956,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,2,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,3,0.384638,0.059578,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,3,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,4,0.428941,0.050458,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,4,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,5,0.427274,0.05099,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,5,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,6,0.41118,0.056634,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,6,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,7,0.388835,0.062379,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,7,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,8,0.407973,0.051704,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,8,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.4,9,0.408031,0.058719,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.4,9,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,0,0.406756,0.062568,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,0,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,1,0.446998,0.070744,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,1,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,2,0.413004,0.051402,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,2,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,3,0.408675,0.063931,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,3,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,4,0.41013,0.069926,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,4,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,5,0.450926,0.069772,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,5,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,6,0.402032,0.055692,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,6,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,7,0.418386,0.058279,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,7,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,8,0.41829,0.066669,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,8,,,0.88
SIFT1M,1000000,1000000,Tombstone,A1_reconstruction,0.5,9,0.433707,0.027588,
SIFT1M,1000000,1000000,Tombstone,A2_distinguishing,0.5,9,,,0.88
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,0,0.333442,0.035556,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,0,,,0.78621159
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,1,0.349559,0.036828,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,1,,,0.7960156199999999
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,2,0.328853,0.037403,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,2,,,0.78
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,3,0.319257,0.045046,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,3,,,0.78
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,4,0.387855,0.035002,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,4,,,0.8105115649999999
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,5,0.378216,0.030437,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,5,,,0.810440895
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,6,0.382294,0.041507,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,6,,,0.81226208
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,7,0.3738,0.054873,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,7,,,0.8061424399999999
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,8,0.329787,0.02297,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,8,,,0.78
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.1,9,0.374626,0.048918,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.1,9,,,0.8027455050000001
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,0,0.327277,0.07089,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,0,,,0.80716811
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,1,0.32577,0.057465,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,1,,,0.810039795
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,2,0.36911,0.050366,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,2,,,0.8351095
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,3,0.402371,0.026893,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,3,,,0.852649985
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,4,0.366642,0.059595,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,4,,,0.833677
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,5,0.369158,0.058845,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,5,,,0.832467015
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,6,0.360439,0.040129,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,6,,,0.83629943
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,7,0.377127,0.036588,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,7,,,0.8335079649999999
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,8,0.386522,0.047582,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,8,,,0.848919755
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.2,9,0.341397,0.036898,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.2,9,,,0.81498956
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,0,0.40342,0.047371,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,0,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,1,0.379126,0.05976,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,1,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,2,0.379499,0.031806,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,2,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,3,0.421214,0.036489,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,3,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,4,0.406838,0.05466,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,4,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,5,0.323306,0.043227,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,5,,,0.8374903149999999
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,6,0.415239,0.049125,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,6,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,7,0.374921,0.048557,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,7,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,8,0.387703,0.060975,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,8,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.3,9,0.366694,0.043722,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.3,9,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,0,0.400304,0.060209,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,0,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,1,0.432941,0.048814,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,1,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,2,0.415441,0.068562,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,2,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,3,0.364052,0.060144,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,3,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,4,0.445124,0.080747,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,4,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,5,0.416485,0.055057,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,5,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,6,0.410961,0.054617,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,6,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,7,0.406973,0.054018,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,7,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,8,0.424454,0.062349,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,8,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.4,9,0.399145,0.04848,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.4,9,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,0,0.378415,0.069174,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,0,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,1,0.415158,0.062861,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,1,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,2,0.46372,0.065026,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,2,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,3,0.417916,0.056939,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,3,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,4,0.396449,0.04748,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,4,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,5,0.414988,0.029677,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,5,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,6,0.377895,0.068768,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,6,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,7,0.477162,0.068619,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,7,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,8,0.412476,0.061849,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,8,,,0.865
SIFT1M,1000000,1000000,Post-filter,A1_reconstruction,0.5,9,0.398309,0.053979,
SIFT1M,1000000,1000000,Post-filter,A2_distinguishing,0.5,9,,,0.865
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,0,0.34212,0.034319,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,0,,,0.568122
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,1,0.399519,0.034309,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,1,,,0.607222
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,2,0.400953,0.046408,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,2,,,0.609897
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,3,0.338566,0.032183,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,3,,,0.56785
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,4,0.384716,0.034796,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,4,,,0.599468
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,5,0.419441,0.030256,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,5,,,0.611609
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,6,0.373404,0.049702,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,6,,,0.585345
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,7,0.352638,0.023346,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,7,,,0.575322
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,8,0.336341,0.051279,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,8,,,0.556082
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.1,9,0.347622,0.040717,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.1,9,,,0.568256
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.2,0,0.398637,0.0412,
SIFT1M,1000000,1000000,ACORN,A2_distinguishing,0.2,0,,,0.605458
SIFT1M,1000000,1000000,ACORN,A1_reconstruction,0.2,1,0.350498,0.043533,
