dataset,N,N_indexed,method,pattern,frac,seed,result_leak,drift10,recall10,recall_oracle10
SIFT1M,1000000,1000000,Per-role-index,cluster,0.1,6,0.0,0.003802,0.9803,0.982217
SIFT1M,1000000,1000000,Per-role-index,cluster,0.1,7,0.0,0.002326,0.982136,0.984738
SIFT1M,1000000,1000000,Per-role-index,cluster,0.1,8,0.0,0.0,0.980763,0.986531
SIFT1M,1000000,1000000,Per-role-index,cluster,0.1,9,0.0,0.00498,0.981384,0.985449
SIFT1M,1000000,1000000,ACORN,cluster,0.1,0,0.0,0.023375,0.966506,0.986489
SIFT1M,1000000,1000000,ACORN,cluster,0.1,1,0.0,0.021939,0.967582,0.984839
SIFT1M,1000000,1000000,ACORN,cluster,0.1,2,0.0,0.025765,0.961547,0.983449
SIFT1M,1000000,1000000,ACORN,cluster,0.1,3,0.0,0.019203,0.966858,0.984087
SIFT1M,1000000,1000000,ACORN,cluster,0.1,4,0.0,0.0212,0.96736,0.988594
SIFT1M,1000000,1000000,ACORN,cluster,0.1,5,0.0,0.019763,0.963381,0.984726
SIFT1M,1000000,1000000,ACORN,cluster,0.1,6,0.0,0.022928,0.96776,0.987088
SIFT1M,1000000,1000000,ACORN,cluster,0.1,7,0.0,0.022677,0.961704,0.983676
SIFT1M,1000000,1000000,ACORN,cluster,0.1,8,0.0,0.022514,0.967408,0.98597
SIFT1M,1000000,1000000,ACORN,cluster,0.1,9,0.0,0.017962,0.962479,0.984486
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,0,0.0,0.014657,0.964351,0.983068
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,1,0.0,0.018902,0.963917,0.985333
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,2,0.0,0.016895,0.972041,0.989466
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,3,0.0,0.013861,0.972128,0.988223
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,4,0.0,0.019177,0.961503,0.984179
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,5,0.0,0.014994,0.972018,0.989066
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,6,0.0,0.013287,0.971629,0.985965
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,7,0.0,0.014715,0.96693,0.987585
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,8,0.0,0.013691,0.967537,0.982423
SIFT1M,1000000,1000000,HoneyBee,cluster,0.1,9,0.0,0.017485,0.964188,0.986069
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,0,0.0,0.027551,0.960288,0.98671
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,1,0.0,0.029243,0.959352,0.986378
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,2,0.0,0.030711,0.96086,0.987022
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,3,0.0,0.034495,0.95908,0.983457
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,4,0.0,0.028674,0.954182,0.9835
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,5,0.0,0.030566,0.957098,0.982976
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,6,0.0,0.030953,0.961096,0.987587
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,7,0.0,0.029833,0.954402,0.983771
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,8,0.0,0.030856,0.963743,0.989002
SIFT1M,1000000,1000000,SPFresh,cluster,0.1,9,0.0,0.037204,0.960885,0.98692
SIFT1M,1000000,1000000,Oracle,cluster,0.1,0,0.0,0.0,0.988439,0.988439
SIFT1M,1000000,1000000,Oracle,cluster,0.1,1,0.0,0.0,0.98521,0.98521
SIFT1M,1000000,1000000,Oracle,cluster,0.1,2,0.0,0.0,0.985541,0.985541
SIFT1M,1000000,1000000,Oracle,cluster,0.1,3,0.0,0.0,0.985986,0.985986
SIFT1M,1000000,1000000,Oracle,cluster,0.1,4,0.0,0.0,0.987855,0.987855
SIFT1M,1000000,1000000,Oracle,cluster,0.1,5,0.0,0.0,0.980807,0.980807
SIFT1M,1000000,1000000,Oracle,cluster,0.1,6,0.0,0.0,0.982733,0.982733
SIFT1M,1000000,1000000,Oracle,cluster,0.1,7,0.0,0.0,0.984828,0.984828
SIFT1M,1000000,1000000,Oracle,cluster,0.1,8,0.0,0.0,0.98397,0.98397
SIFT1M,1000000,1000000,Oracle,cluster,0.1,9,0.0,0.0,0.986068,0.986068
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,0,0.0,0.092056,0.945767,0.984724
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,1,0.0,0.088496,0.947267,0.986999
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,2,0.0,0.086892,0.94703,0.985762
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,3,0.0,0.082835,0.946248,0.988233
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,4,0.0,0.08424,0.95027,0.987742
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,5,0.0,0.091954,0.949239,0.985076
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,6,0.0,0.093336,0.944252,0.984846
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,7,0.0,0.091505,0.946794,0.986362
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,8,0.0,0.079543,0.949435,0.988197
SIFT1M,1000000,1000000,Tombstone,cluster,0.2,9,0.0,0.087073,0.946695,0.984372
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,0,0.0,0.088358,0.939746,0.98422
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,1,0.0,0.097923,0.940942,0.984913
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,2,0.0,0.095071,0.937441,0.981301
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,3,0.0,0.09587,0.938678,0.982974
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,4,0.0,0.097215,0.943003,0.987473
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,5,0.0,0.090981,0.943737,0.987859
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,6,0.0,0.091636,0.938035,0.982773
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,7,0.0,0.097203,0.938658,0.983671
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,8,0.0,0.09326,0.94011,0.98395
SIFT1M,1000000,1000000,Post-filter,cluster,0.2,9,0.0,0.093024,0.942778,0.985189
SIFT1M,1000000,1000000,Lethe,cluster,0.2,0,0.0,0.001742,0.98777,0.991127
SIFT1M,1000000,1000000,Lethe,cluster,0.2,1,0.0,0.006078,0.98122,0.988091
SIFT1M,1000000,1000000,Lethe,cluster,0.2,2,0.0,0.002139,0.979426,0.987608
SIFT1M,1000000,1000000,Lethe,cluster,0.2,3,0.0,0.008087,0.981841,0.984248
SIFT1M,1000000,1000000,Lethe,cluster,0.2,4,0.0,0.004926,0.981001,0.985289
SIFT1M,1000000,1000000,Lethe,cluster,0.2,5,0.0,0.005056,0.980044,0.98541
SIFT1M,1000000,1000000,Lethe,cluster,0.2,6,0.0,0.012167,0.981407,0.986461
SIFT1M,1000000,1000000,Lethe,cluster,0.2,7,0.0,0.00322,0.982159,0.987239
SIFT1M,1000000,1000000,Lethe,cluster,0.2,8,0.0,0.006146,0.977385,0.98313
SIFT1M,1000000,1000000,Lethe,cluster,0.2,9,0.0,0.006821,0.985713,0.99057
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,0,0.0,0.026739,0.929942,0.986787
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,1,0.0,0.026091,0.930911,0.987733
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,2,0.0,0.031871,0.933289,0.988437
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,3,0.0,0.027151,0.928195,0.986966
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,4,0.0,0.032859,0.925693,0.98406
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,5,0.0,0.029265,0.933967,0.987964
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,6,0.0,0.02747,0.931063,0.986857
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,7,0.0,0.030149,0.933755,0.985169
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,8,0.0,0.028394,0.929695,0.986726
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.2,9,0.0,0.025886,0.930513,0.986514
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,0,0.0,0.084393,0.95751,0.986522
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,1,0.0,0.082852,0.96,0.984481
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,2,0.0,0.079151,0.964596,0.989679
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,3,0.0,0.078955,0.95662,0.9829
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,4,0.0,0.074745,0.964098,0.988725
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,5,0.0,0.082013,0.959568,0.984513
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,6,0.0,0.084253,0.952153,0.983525
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,7,0.0,0.081283,0.960306,0.987419
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,8,0.0,0.084321,0.961776,0.985164
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.2,9,0.0,0.08204,0.962267,0.989013
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,0,0.0,0.016391,0.947041,0.9836
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,1,0.0,0.018363,0.956937,0.989654
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,2,0.0,0.018656,0.950635,0.986115
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,3,0.0,0.022318,0.944246,0.982841
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,4,0.0,0.023843,0.950741,0.985195
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,5,0.0,0.017649,0.952715,0.987751
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,6,0.0,0.019087,0.952516,0.987824
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,7,0.0,0.021851,0.949536,0.985578
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,8,0.0,0.019278,0.955083,0.991465
SIFT1M,1000000,1000000,Physical-delete,cluster,0.2,9,0.0,0.020196,0.947733,0.984453
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,0,0.0,0.045928,0.972008,0.984833
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,1,0.0,0.041817,0.97045,0.988036
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,2,0.0,0.038136,0.966556,0.983785
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,3,0.0,0.039912,0.969809,0.988087
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,4,0.0,0.044167,0.970841,0.98639
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,5,0.0,0.043473,0.970967,0.987076
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,6,0.0,0.039027,0.962853,0.982564
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,7,0.0,0.040209,0.968312,0.988735
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,8,0.0,0.035758,0.965807,0.98311
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.2,9,0.0,0.043883,0.962767,0.983245
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,0,0.0,0.002593,0.977935,0.982834
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,1,0.0,0.005494,0.981772,0.986182
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,2,0.0,0.001746,0.981417,0.986404
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,3,0.0,0.003115,0.981514,0.984223
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,4,0.0,0.005063,0.982236,0.985903
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,5,0.0,0.000462,0.984195,0.98745
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,6,0.0,0.0,0.978362,0.984759
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,7,0.0,0.000892,0.986539,0.988706
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,8,0.0,0.0,0.983019,0.987507
SIFT1M,1000000,1000000,Per-role-index,cluster,0.2,9,0.0,0.005476,0.980099,0.986548
SIFT1M,1000000,1000000,ACORN,cluster,0.2,0,0.0,0.036345,0.966041,0.985649
SIFT1M,1000000,1000000,ACORN,cluster,0.2,1,0.0,0.035282,0.965043,0.986312
SIFT1M,1000000,1000000,ACORN,cluster,0.2,2,0.0,0.036392,0.964411,0.98403
SIFT1M,1000000,1000000,ACORN,cluster,0.2,3,0.0,0.033291,0.972484,0.990385
SIFT1M,1000000,1000000,ACORN,cluster,0.2,4,0.0,0.04133,0.966494,0.98898
SIFT1M,1000000,1000000,ACORN,cluster,0.2,5,0.0,0.041201,0.966538,0.983895
SIFT1M,1000000,1000000,ACORN,cluster,0.2,6,0.0,0.037557,0.961968,0.982979
SIFT1M,1000000,1000000,ACORN,cluster,0.2,7,0.0,0.039328,0.965576,0.986004
SIFT1M,1000000,1000000,ACORN,cluster,0.2,8,0.0,0.033683,0.968818,0.988462
SIFT1M,1000000,1000000,ACORN,cluster,0.2,9,0.0,0.033411,0.963277,0.983506
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,0,0.0,0.0326,0.969887,0.988175
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,1,0.0,0.031627,0.972002,0.98858
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,2,0.0,0.039096,0.967295,0.986674
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,3,0.0,0.028569,0.969023,0.986751
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,4,0.0,0.024362,0.970086,0.989363
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,5,0.0,0.031054,0.960117,0.981417
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,6,0.0,0.032201,0.965912,0.985305
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,7,0.0,0.028403,0.964129,0.984701
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,8,0.0,0.027854,0.966429,0.984778
SIFT1M,1000000,1000000,HoneyBee,cluster,0.2,9,0.0,0.032696,0.969805,0.989754
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,0,0.0,0.057055,0.958417,0.982468
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,1,0.0,0.053274,0.957761,0.98284
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,2,0.0,0.054336,0.957405,0.985483
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,3,0.0,0.053153,0.959533,0.983253
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,4,0.0,0.057837,0.957026,0.986916
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,5,0.0,0.053453,0.95675,0.984918
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,6,0.0,0.061546,0.958224,0.985218
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,7,0.0,0.048945,0.956058,0.98413
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,8,0.0,0.047938,0.959735,0.986288
SIFT1M,1000000,1000000,SPFresh,cluster,0.2,9,0.0,0.049013,0.962031,0.98717
SIFT1M,1000000,1000000,Oracle,cluster,0.2,0,0.0,0.0,0.988566,0.988566
SIFT1M,1000000,1000000,Oracle,cluster,0.2,1,0.0,0.0,0.987136,0.987136
SIFT1M,1000000,1000000,Oracle,cluster,0.2,2,0.0,0.0,0.986693,0.986693
SIFT1M,1000000,1000000,Oracle,cluster,0.2,3,0.0,0.0,0.985889,0.985889
SIFT1M,1000000,1000000,Oracle,cluster,0.2,4,0.0,0.0,0.989048,0.989048
SIFT1M,1000000,1000000,Oracle,cluster,0.2,5,0.0,0.0,0.982524,0.982524
SIFT1M,1000000,1000000,Oracle,cluster,0.2,6,0.0,0.0,0.983904,0.983904
SIFT1M,1000000,1000000,Oracle,cluster,0.2,7,0.0,0.0,0.986475,0.986475
SIFT1M,1000000,1000000,Oracle,cluster,0.2,8,0.0,0.0,0.987974,0.987974
SIFT1M,1000000,1000000,Oracle,cluster,0.2,9,0.0,0.0,0.985115,0.985115
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,0,0.0,0.122029,0.945033,0.984625
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,1,0.0,0.118593,0.951055,0.98917
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,2,0.0,0.122392,0.95141,0.987414
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,3,0.0,0.120553,0.949004,0.989229
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,4,0.0,0.116842,0.948594,0.984822
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,5,0.0,0.115437,0.939481,0.982092
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,6,0.0,0.11463,0.948578,0.98911
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,7,0.0,0.12031,0.94803,0.987622
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,8,0.0,0.11346,0.945491,0.985901
SIFT1M,1000000,1000000,Tombstone,cluster,0.3,9,0.0,0.117073,0.948664,0.989758
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,0,0.0,0.129303,0.940881,0.986173
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,1,0.0,0.131261,0.940303,0.98589
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,2,0.0,0.123445,0.940309,0.985838
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,3,0.0,0.128872,0.940782,0.984918
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,4,0.0,0.128331,0.943784,0.986998
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,5,0.0,0.134093,0.945289,0.986365
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,6,0.0,0.126405,0.936046,0.981578
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,7,0.0,0.127111,0.941792,0.984625
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,8,0.0,0.128545,0.941946,0.985547
SIFT1M,1000000,1000000,Post-filter,cluster,0.3,9,0.0,0.129586,0.947578,0.990226
SIFT1M,1000000,1000000,Lethe,cluster,0.3,0,0.0,0.007432,0.983055,0.985725
SIFT1M,1000000,1000000,Lethe,cluster,0.3,1,0.0,0.001483,0.98165,0.987233
SIFT1M,1000000,1000000,Lethe,cluster,0.3,2,0.0,0.00965,0.980003,0.983944
SIFT1M,1000000,1000000,Lethe,cluster,0.3,3,0.0,0.008804,0.982556,0.987265
SIFT1M,1000000,1000000,Lethe,cluster,0.3,4,0.0,0.011347,0.986764,0.988466
SIFT1M,1000000,1000000,Lethe,cluster,0.3,5,0.0,0.008375,0.98169,0.986568
SIFT1M,1000000,1000000,Lethe,cluster,0.3,6,0.0,0.012227,0.982832,0.987011
SIFT1M,1000000,1000000,Lethe,cluster,0.3,7,0.0,0.012013,0.981157,0.986116
SIFT1M,1000000,1000000,Lethe,cluster,0.3,8,0.0,0.009933,0.978302,0.98521
SIFT1M,1000000,1000000,Lethe,cluster,0.3,9,0.0,0.0,0.981723,0.986004
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,0,0.0,0.042174,0.931759,0.985247
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,1,0.0,0.041577,0.935858,0.988075
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,2,0.0,0.036036,0.93228,0.986237
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,3,0.0,0.039955,0.927478,0.985512
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,4,0.0,0.046736,0.929776,0.983285
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,5,0.0,0.034326,0.930785,0.986529
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,6,0.0,0.047324,0.929207,0.985159
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,7,0.0,0.040994,0.930448,0.985783
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,8,0.0,0.041323,0.933026,0.985561
SIFT1M,1000000,1000000,Lethe-no-bypass,cluster,0.3,9,0.0,0.033749,0.930986,0.984831
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,0,0.0,0.112357,0.959114,0.985007
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,1,0.0,0.113793,0.955656,0.987015
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,2,0.0,0.11103,0.966582,0.988398
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,3,0.0,0.113427,0.96027,0.988441
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,4,0.0,0.107921,0.961068,0.988401
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,5,0.0,0.114514,0.963408,0.988116
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,6,0.0,0.108913,0.961431,0.98463
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,7,0.0,0.112635,0.959028,0.985961
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,8,0.0,0.10953,0.954571,0.98502
SIFT1M,1000000,1000000,Lethe-no-revaware-traversal,cluster,0.3,9,0.0,0.116585,0.957088,0.982841
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,0,0.0,0.028527,0.947383,0.986648
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,1,0.0,0.023039,0.943744,0.982714
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,2,0.0,0.023976,0.948101,0.987905
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,3,0.0,0.025298,0.952369,0.987806
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,4,0.0,0.031216,0.953253,0.987626
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,5,0.0,0.027389,0.947039,0.9836
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,6,0.0,0.026412,0.948923,0.984174
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,7,0.0,0.029734,0.952864,0.988853
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,8,0.0,0.030413,0.951919,0.985705
SIFT1M,1000000,1000000,Physical-delete,cluster,0.3,9,0.0,0.030002,0.953403,0.98804
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,0,0.0,0.061429,0.968027,0.987165
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,1,0.0,0.056022,0.970495,0.986153
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,2,0.0,0.055579,0.965392,0.985633
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,3,0.0,0.05091,0.971953,0.986344
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,4,0.0,0.061783,0.971495,0.988831
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,5,0.0,0.060195,0.968251,0.985596
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,6,0.0,0.05333,0.966522,0.988172
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,7,0.0,0.057044,0.964108,0.984104
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,8,0.0,0.058959,0.969742,0.987112
SIFT1M,1000000,1000000,Periodic-rebuild,cluster,0.3,9,0.0,0.062967,0.968954,0.984481
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,0,0.0,0.004209,0.97754,0.98166
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,1,0.0,0.0,0.982848,0.985275
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,2,0.0,0.00227,0.981175,0.988072
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,3,0.0,0.002069,0.983181,0.984703
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,4,0.0,0.0,0.978605,0.985397
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,5,0.0,0.006206,0.989313,0.991097
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,6,0.0,0.000641,0.979404,0.985464
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,7,0.0,0.008616,0.980732,0.985096
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,8,0.0,0.006265,0.979751,0.985037
SIFT1M,1000000,1000000,Per-role-index,cluster,0.3,9,0.0,0.005465,0.9843,0.985961
SIFT1M,1000000,1000000,ACORN,cluster,0.3,0,0.0,0.050876,0.964515,0.985154
SIFT1M,1000000,1000000,ACORN,cluster,0.3,1,0.0,0.048226,0.964266,0.983536
SIFT1M,1000000,1000000,ACORN,cluster,0.3,2,0.0,0.054077,0.964736,0.985011
SIFT1M,1000000,1000000,ACORN,cluster,0.3,3,0.0,0.047425,0.962995,0.98504
SIFT1M,1000000,1000000,ACORN,cluster,0.3,4,0.0,0.047741,0.968096,0.986822
SIFT1M,1000000,1000000,ACORN,cluster,0.3,5,0.0,0.053463,0.962863,0.984834
SIFT1M,1000000,1000000,ACORN,cluster,0.3,6,0.0,0.049774,0.967003,0.987385
SIFT1M,1000000,1000000,ACORN,cluster,0.3,7,0.0,0.054893,0.968392,0.987218
SIFT1M,1000000,1000000,ACORN,cluster,0.3,8,0.0,0.052259,0.963639,0.98472
SIFT1M,1000000,1000000,ACORN,cluster,0.3,9,0.0,0.053484,0.966283,0.984205
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,0,0.0,0.041266,0.968605,0.98615
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,1,0.0,0.041683,0.967309,0.985958
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,2,0.0,0.037386,0.965804,0.985689
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,3,0.0,0.043784,0.972255,0.990107
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,4,0.0,0.043474,0.965695,0.986491
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,5,0.0,0.043777,0.96244,0.985139
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,6,0.0,0.04526,0.966848,0.984087
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,7,0.0,0.040046,0.966697,0.983211
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,8,0.0,0.049411,0.969954,0.986146
SIFT1M,1000000,1000000,HoneyBee,cluster,0.3,9,0.0,0.040568,0.961315,0.980811
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,0,0.0,0.072535,0.957681,0.98674
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,1,0.0,0.069702,0.96397,0.987042
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,2,0.0,0.074234,0.959009,0.985625
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,3,0.0,0.075621,0.961559,0.98847
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,4,0.0,0.073959,0.957884,0.983129
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,5,0.0,0.074891,0.957187,0.98268
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,6,0.0,0.07456,0.959507,0.986845
SIFT1M,1000000,1000000,SPFresh,cluster,0.3,7,0.0,0.068979,0.95674,0.986195
