dataset,N,N_indexed,pattern,frac,seed,graph_variant,edge_overlap_with_oracle,authorized_largest_component_fraction,avg_shortest_path_length_authorized,out_degree_mean,in_degree_mean,hub_coverage,greedy_search_success_rate,query_expanded_nodes,query_path_length,unauthorized_overlay_endpoint_count
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,0,lethe-pruned-bypass,0.492425,0.989894,3.423938,16.934082,16.170656,0.96,0.967263,15527,5.607887,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,1,lethe-pruned-bypass,0.579947,0.991504,3.462468,15.686686,16.157202,0.96,0.971701,15598,5.594615,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,2,lethe-pruned-bypass,0.536786,0.986752,3.457252,16.448839,16.132595,0.96,0.970468,15029,5.504065,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,3,lethe-pruned-bypass,0.546359,0.990312,3.454646,16.189874,16.593396,0.96,0.982119,15720,5.494854,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,4,lethe-pruned-bypass,0.522423,0.994112,3.316032,16.247601,16.25201,0.96,0.962,14606,5.649779,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,0,lethe-full-bypass,0.620234,0.989501,3.211999,16.339804,16.494969,0.96,0.966903,14490,5.354116,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,1,lethe-full-bypass,0.642841,0.994324,3.267285,16.293922,16.420837,0.96,0.980506,14821,5.521467,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,2,lethe-full-bypass,0.60898,0.98793,3.256004,15.081264,16.195823,0.96,0.982085,14175,5.425858,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,3,lethe-full-bypass,0.619839,0.995897,3.402139,15.776987,16.417259,0.96,0.978896,13563,5.402005,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,4,lethe-full-bypass,0.620002,0.992507,3.221782,15.731529,15.541127,0.96,0.97883,14749,5.363175,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,0,no-bypass,0.325109,0.898096,4.520748,16.314896,16.120192,0.88,0.825186,17230,7.003002,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,1,no-bypass,0.361505,0.895285,4.569553,16.190219,15.900287,0.88,0.836563,18003,7.071522,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,2,no-bypass,0.353043,0.898313,4.585075,15.974071,16.539435,0.88,0.840296,17802,7.043104,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,3,no-bypass,0.381126,0.891171,4.573848,16.299083,15.866869,0.88,0.829593,16878,7.026016,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,4,no-bypass,0.363037,0.896899,4.511457,16.393053,16.721724,0.88,0.839729,17381,7.066631,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,0,physical-delete-local-repair,0.481516,0.978709,3.768405,16.182061,15.682212,0.88,0.952507,15552,5.932012,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,1,physical-delete-local-repair,0.474486,0.973159,3.848483,16.74748,17.020457,0.88,0.946048,16183,5.828065,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,2,physical-delete-local-repair,0.42407,0.972579,3.866363,15.891402,16.601352,0.88,0.936653,16614,6.151164,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,3,physical-delete-local-repair,0.48523,0.969245,3.84381,16.345968,16.329667,0.88,0.942173,15715,6.107009,0
MS-MARCO-RBAC,8000000,8000000,cluster,0.5,4,physical-delete-local-repair,0.46898,0.972946,3.762434,15.508846,15.472259,0.88,0.939361,16505,5.952174,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,base-before-revocation,0.0,0.996453,3.088294,16.483801,15.281626,0.88,0.981301,13156,4.808777,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,base-before-revocation,0.0,0.993213,3.153458,15.814449,15.94365,0.88,0.974225,14019,5.012057,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,base-before-revocation,0.0,0.995342,3.149801,15.650508,16.341719,0.88,0.978656,13489,4.992066,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,base-before-revocation,0.0,0.999894,3.21062,16.407476,15.855178,0.88,0.983695,13885,5.004853,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,base-before-revocation,0.0,0.998974,3.109809,15.684328,15.437635,0.88,0.982745,13932,5.24765,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,oracle-rebuild-authorized,1.0,0.994,3.165221,15.882825,15.840992,0.96,0.980578,13739,5.260207,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,oracle-rebuild-authorized,1.0,0.998985,3.168818,16.407059,15.803718,0.96,0.989243,14472,5.380791,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,oracle-rebuild-authorized,1.0,0.996568,3.19725,15.828011,16.582855,0.96,0.980317,14188,5.284519,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,oracle-rebuild-authorized,1.0,0.99417,3.23665,16.084239,15.682661,0.96,0.991582,13920,5.060794,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,oracle-rebuild-authorized,1.0,0.998459,3.218872,16.362694,16.448543,0.96,0.984236,13571,5.216572,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,lethe-pruned-bypass,0.517112,0.985349,3.440625,16.114986,15.552972,0.96,0.974702,15453,5.710908,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,lethe-pruned-bypass,0.496181,0.985611,3.431802,16.209424,15.569877,0.96,0.967755,14288,5.533506,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,lethe-pruned-bypass,0.534472,0.985641,3.476535,16.053136,15.628395,0.96,0.968873,14867,5.616209,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,lethe-pruned-bypass,0.510247,0.99156,3.357424,16.122968,16.102063,0.96,0.967525,15100,5.541373,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,lethe-pruned-bypass,0.517062,0.983723,3.39941,16.077606,16.177999,0.96,0.969704,15584,5.426392,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,lethe-full-bypass,0.556563,0.99068,3.201044,16.054107,16.011032,0.96,0.97478,14085,5.454665,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,lethe-full-bypass,0.636969,0.998398,3.301085,15.587791,16.279905,0.96,0.969221,14812,5.357716,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,lethe-full-bypass,0.601139,0.992275,3.334166,16.08219,16.736063,0.96,0.979044,14924,5.38615,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,lethe-full-bypass,0.588818,0.991892,3.27475,16.120982,15.875442,0.96,0.976864,14206,5.439877,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,lethe-full-bypass,0.598516,0.993141,3.320656,15.743168,16.972156,0.96,0.973484,14799,5.362352,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,no-bypass,0.31476,0.92121,4.2218,15.862876,15.757417,0.88,0.885265,17423,7.078611,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,no-bypass,0.32551,0.921133,4.273657,15.199087,15.897829,0.88,0.877517,17617,7.084041,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,no-bypass,0.333168,0.919548,4.149746,15.644911,16.545181,0.88,0.874552,17462,7.044987,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,no-bypass,0.357962,0.918752,4.174567,15.84741,16.263443,0.88,0.876704,17352,7.200374,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,no-bypass,0.318654,0.920638,4.214121,16.423888,16.054104,0.88,0.875215,17889,7.33722,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,0,physical-delete-local-repair,0.443286,0.969108,3.729689,16.615585,16.812906,0.88,0.935527,16029,5.809092,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,1,physical-delete-local-repair,0.462081,0.969878,3.753402,16.155414,16.13244,0.88,0.939394,15798,5.867491,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,2,physical-delete-local-repair,0.410191,0.97239,3.673967,16.297307,16.04129,0.88,0.932995,16341,6.079364,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,3,physical-delete-local-repair,0.479187,0.971614,3.771543,16.345329,17.273786,0.88,0.942205,17210,5.977012,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.1,4,physical-delete-local-repair,0.39987,0.969446,3.642827,16.402855,15.842395,0.88,0.951754,16139,5.899672,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,base-before-revocation,0.0,0.995328,3.137108,16.201444,16.485149,0.88,0.979366,13654,5.040452,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,base-before-revocation,0.0,0.999784,3.21615,16.371102,15.205594,0.88,0.975667,12814,5.181935,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,base-before-revocation,0.0,0.994748,3.195749,16.613181,16.089798,0.88,0.980851,13778,5.074544,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,base-before-revocation,0.0,0.995761,3.218777,16.082075,15.486306,0.88,0.992925,13764,4.884668,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,base-before-revocation,0.0,0.992956,3.245206,15.750571,16.254436,0.88,0.985276,13423,4.86189,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,oracle-rebuild-authorized,1.0,0.996019,3.235483,15.686132,16.036332,0.96,0.974761,13465,5.187248,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,oracle-rebuild-authorized,1.0,0.993386,3.153285,15.542708,16.185491,0.96,0.969672,14091,5.201506,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,oracle-rebuild-authorized,1.0,0.994658,3.197998,16.01323,14.582,0.96,0.983545,14329,5.259715,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,oracle-rebuild-authorized,1.0,0.991066,3.139711,15.762536,15.581724,0.96,0.988826,13864,5.29596,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,oracle-rebuild-authorized,1.0,0.992045,3.146548,16.541612,14.947117,0.96,0.982279,13312,5.196188,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,lethe-pruned-bypass,0.561412,0.988698,3.442699,15.899998,15.845749,0.96,0.957404,15300,5.548245,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,lethe-pruned-bypass,0.507158,0.984806,3.459624,16.083284,16.765154,0.96,0.965056,15112,5.36033,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,lethe-pruned-bypass,0.53999,0.986147,3.398788,15.508557,17.239418,0.96,0.966488,14520,5.570822,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,lethe-pruned-bypass,0.513562,0.985794,3.367208,16.715788,16.047773,0.96,0.976546,14586,5.681388,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,lethe-pruned-bypass,0.505271,0.987843,3.372991,15.834211,16.600095,0.96,0.967501,15782,5.622931,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,lethe-full-bypass,0.63022,0.993914,3.288171,15.785226,16.80932,0.96,0.97435,14617,5.417006,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,lethe-full-bypass,0.584461,0.997306,3.358246,16.783099,15.065028,0.96,0.972221,14329,5.284838,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,lethe-full-bypass,0.645493,0.993156,3.382003,15.968541,15.561131,0.96,0.969067,14175,5.290532,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,lethe-full-bypass,0.593769,0.990393,3.320749,16.071631,15.429445,0.96,0.967713,14188,5.30161,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,lethe-full-bypass,0.544499,0.991612,3.272447,16.817903,16.191072,0.96,0.978085,13694,5.326437,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,no-bypass,0.360994,0.911731,4.361995,15.743084,15.522453,0.88,0.86768,17667,7.015321,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,no-bypass,0.373516,0.913481,4.383012,15.900924,16.085341,0.88,0.866189,17404,7.32074,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,no-bypass,0.384173,0.912617,4.331413,16.204494,16.715096,0.88,0.865805,18102,7.205734,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,no-bypass,0.388593,0.906235,4.32913,15.33863,16.738279,0.88,0.870194,17917,7.218649,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,no-bypass,0.365853,0.916508,4.372967,16.213928,14.813348,0.88,0.867007,17831,6.864133,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,0,physical-delete-local-repair,0.461016,0.969751,3.762742,15.426219,16.436693,0.88,0.94647,16443,6.145258,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,1,physical-delete-local-repair,0.492248,0.970267,3.765171,16.179544,16.002139,0.88,0.93852,16332,6.063497,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,2,physical-delete-local-repair,0.47442,0.96856,3.767726,15.939364,16.156254,0.88,0.938435,16057,5.938993,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,3,physical-delete-local-repair,0.417072,0.969063,3.791351,16.247191,15.381349,0.88,0.943462,16840,5.916112,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.2,4,physical-delete-local-repair,0.441118,0.972001,3.703758,16.229387,15.952764,0.88,0.942012,16613,5.931815,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,base-before-revocation,0.0,0.999192,3.173305,15.635225,15.721929,0.88,0.991197,13916,5.092749,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,base-before-revocation,0.0,0.995643,3.206231,15.822736,16.42142,0.88,0.98902,13474,4.940948,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,base-before-revocation,0.0,0.994278,3.225263,16.221804,16.847368,0.88,0.98319,13883,5.059755,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,base-before-revocation,0.0,0.99452,3.225534,17.183644,16.835843,0.88,0.984759,13725,4.923316,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,base-before-revocation,0.0,0.994512,3.251631,15.654551,15.838304,0.88,0.99144,14076,5.025919,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,oracle-rebuild-authorized,1.0,0.994484,3.191607,16.725816,15.828525,0.96,0.980371,14123,5.312946,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,oracle-rebuild-authorized,1.0,1.0,3.236542,16.2416,16.768499,0.96,0.967442,14082,5.147301,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,oracle-rebuild-authorized,1.0,0.987679,3.271086,16.349053,16.81331,0.96,0.994322,14760,5.145373,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,oracle-rebuild-authorized,1.0,0.993567,3.15082,15.696511,16.045298,0.96,0.985013,14216,5.139539,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,oracle-rebuild-authorized,1.0,0.993949,3.2037,15.39482,15.715502,0.96,0.989308,13742,5.152597,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,lethe-pruned-bypass,0.541913,0.986118,3.464048,16.215994,16.740515,0.96,0.974701,15038,5.672946,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,lethe-pruned-bypass,0.507567,0.992042,3.530363,15.61769,15.649007,0.96,0.968636,14433,5.48093,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,lethe-pruned-bypass,0.559004,0.986754,3.411546,15.936738,16.122576,0.96,0.97534,14788,5.42945,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,lethe-pruned-bypass,0.52099,0.988533,3.364396,16.410314,15.883254,0.96,0.973938,14464,5.463054,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,lethe-pruned-bypass,0.538771,0.989515,3.421388,16.416081,16.199888,0.96,0.971249,15758,5.600875,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,lethe-full-bypass,0.587737,0.992373,3.295365,15.672612,16.62152,0.96,0.979163,13752,5.160564,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,lethe-full-bypass,0.613719,0.991567,3.30255,15.524199,15.702927,0.96,0.979656,14359,5.370081,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,lethe-full-bypass,0.648913,0.991709,3.253995,15.390966,15.851167,0.96,0.981304,14403,5.407383,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,lethe-full-bypass,0.607371,0.993473,3.401308,16.981537,15.773263,0.96,0.984496,14951,5.185762,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,lethe-full-bypass,0.605356,0.990711,3.290462,14.985658,16.631461,0.96,0.97317,14634,5.354076,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,no-bypass,0.339423,0.900174,4.529552,15.82471,15.884852,0.88,0.844328,17295,7.107809,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,no-bypass,0.318371,0.897855,4.464767,15.632693,15.863159,0.88,0.842472,18828,7.160657,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,no-bypass,0.300296,0.902072,4.542476,16.002455,16.709364,0.88,0.837033,18751,7.12097,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,no-bypass,0.348954,0.89803,4.512151,16.091101,16.230833,0.88,0.850032,18133,7.11216,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,no-bypass,0.405679,0.903832,4.510802,15.554067,15.42226,0.88,0.838828,18488,7.09591,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,0,physical-delete-local-repair,0.433268,0.965018,3.794979,15.678613,16.376171,0.88,0.938115,16443,5.97244,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,1,physical-delete-local-repair,0.4313,0.96896,3.860628,16.060429,16.362125,0.88,0.945642,16440,6.175537,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,2,physical-delete-local-repair,0.48067,0.968978,3.720081,15.739132,16.172056,0.88,0.940305,16677,6.065862,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,3,physical-delete-local-repair,0.465365,0.966659,3.805444,15.990543,17.211535,0.88,0.937334,16121,6.066204,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.3,4,physical-delete-local-repair,0.42852,0.966301,3.75146,15.436801,15.911581,0.88,0.937701,16229,5.929442,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,base-before-revocation,0.0,1.0,3.245306,16.082208,15.834467,0.88,0.982196,14023,4.90823,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,base-before-revocation,0.0,0.997166,3.124048,16.532148,16.343148,0.88,0.973953,14106,4.908583,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,base-before-revocation,0.0,0.989849,3.096312,16.049025,15.702169,0.88,0.983599,13464,5.099939,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,base-before-revocation,0.0,0.994472,3.092134,15.709539,16.313095,0.88,0.983887,13467,5.086786,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,base-before-revocation,0.0,1.0,3.181231,15.996009,15.53794,0.88,0.988185,13665,4.930729,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,oracle-rebuild-authorized,1.0,0.996649,3.25339,15.352616,16.841887,0.96,0.975218,13856,5.126114,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,oracle-rebuild-authorized,1.0,0.995372,3.230976,16.115733,16.614085,0.96,0.988718,13559,5.360949,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,oracle-rebuild-authorized,1.0,0.998061,3.242038,15.984765,16.415679,0.96,0.991423,14234,5.125467,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,oracle-rebuild-authorized,1.0,0.997828,3.250952,16.273725,16.007913,0.96,0.984683,14238,5.008754,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,oracle-rebuild-authorized,1.0,0.996455,3.222629,16.056293,16.101658,0.96,0.985349,13471,5.198341,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,lethe-pruned-bypass,0.438994,0.9883,3.427307,16.058809,16.677416,0.96,0.963444,15528,5.726682,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,lethe-pruned-bypass,0.498304,0.991445,3.521127,15.96826,16.028681,0.96,0.96959,14975,5.611454,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,lethe-pruned-bypass,0.565737,0.989545,3.408648,16.582143,15.886503,0.96,0.975443,15464,5.537858,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,lethe-pruned-bypass,0.52424,0.984905,3.548326,15.789658,15.756496,0.96,0.9689,15293,5.532969,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,lethe-pruned-bypass,0.559883,0.982765,3.432446,16.51258,15.960202,0.96,0.959065,14939,5.471982,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,lethe-full-bypass,0.621759,0.98706,3.318386,15.46536,15.792675,0.96,0.97569,14754,5.377917,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,lethe-full-bypass,0.60288,0.989878,3.317945,15.406399,16.471396,0.96,0.965698,14049,5.044652,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,lethe-full-bypass,0.595248,0.991979,3.321206,16.118786,15.671704,0.96,0.979429,15294,5.328367,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,lethe-full-bypass,0.620811,0.987444,3.295417,15.044174,15.955747,0.96,0.98156,14721,5.429189,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,lethe-full-bypass,0.594195,0.996307,3.341214,15.699292,16.11087,0.96,0.980351,14347,5.409969,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,no-bypass,0.353301,0.887218,4.634122,15.465421,15.204401,0.88,0.824139,17890,7.047881,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,no-bypass,0.331558,0.891424,4.469018,16.500754,16.451596,0.88,0.816046,17918,7.007837,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,no-bypass,0.383665,0.891698,4.566519,15.635322,15.754704,0.88,0.833416,17507,6.954937,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,no-bypass,0.369268,0.891457,4.570269,15.929473,15.011389,0.88,0.831814,17551,7.02378,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,no-bypass,0.314828,0.895473,4.513618,15.20365,16.08732,0.88,0.823744,17811,7.251671,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,0,physical-delete-local-repair,0.364081,0.970091,3.764847,15.816596,16.352174,0.88,0.938433,16416,6.040383,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,1,physical-delete-local-repair,0.456584,0.968849,3.845079,15.982303,17.004484,0.88,0.9429,15388,5.861311,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,2,physical-delete-local-repair,0.461316,0.964786,3.857764,16.054635,15.752374,0.88,0.941824,16649,6.182816,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,3,physical-delete-local-repair,0.42419,0.97483,3.815406,16.187609,16.999499,0.88,0.938728,16031,5.872946,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.4,4,physical-delete-local-repair,0.445555,0.967065,3.788603,16.498226,16.301818,0.88,0.940534,15851,5.922382,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,base-before-revocation,0.0,0.998776,3.158149,15.37777,16.906312,0.88,0.983015,13631,5.03693,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,base-before-revocation,0.0,0.994867,3.001363,16.025461,16.056386,0.88,0.973513,12974,4.887337,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,base-before-revocation,0.0,0.994805,3.224843,16.348789,15.618207,0.88,0.995272,13930,4.859006,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,base-before-revocation,0.0,0.991982,3.180082,15.673733,15.349203,0.88,0.989219,13835,5.001299,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,base-before-revocation,0.0,1.0,3.1323,16.477598,16.006231,0.88,0.984097,13498,4.983472,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,oracle-rebuild-authorized,1.0,0.991854,3.326572,15.496712,16.206916,0.96,0.970756,14573,5.255811,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,oracle-rebuild-authorized,1.0,0.997463,3.119989,16.091735,15.28328,0.96,0.976502,13524,5.144848,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,oracle-rebuild-authorized,1.0,1.0,3.168307,16.32219,15.766918,0.96,0.975983,14400,5.137546,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,oracle-rebuild-authorized,1.0,0.999834,3.202466,16.03495,16.183941,0.96,0.980417,13838,5.252295,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,oracle-rebuild-authorized,1.0,0.996475,3.227734,16.242749,15.619609,0.96,0.987287,13853,5.337098,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,lethe-pruned-bypass,0.511614,0.991213,3.394791,16.097892,16.153665,0.96,0.953045,14506,5.524814,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,lethe-pruned-bypass,0.509601,0.985909,3.417808,16.101231,15.787015,0.96,0.968004,15184,5.61093,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,lethe-pruned-bypass,0.497058,0.993135,3.465255,16.18658,15.411257,0.96,0.96003,14829,5.559247,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,lethe-pruned-bypass,0.535944,0.992015,3.485028,15.618086,15.572025,0.96,0.964871,14817,5.359998,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,lethe-pruned-bypass,0.553135,0.981305,3.47318,16.738183,16.400768,0.96,0.967002,14791,5.500921,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,lethe-full-bypass,0.59693,0.993794,3.277027,16.68061,16.723723,0.96,0.97034,14135,5.238627,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,lethe-full-bypass,0.631818,0.990984,3.291472,15.532905,15.374651,0.96,0.978476,13643,5.295837,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,lethe-full-bypass,0.613274,0.98938,3.30864,15.610357,16.236384,0.96,0.970267,14466,5.157542,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,3,lethe-full-bypass,0.630169,0.993477,3.333612,15.218547,15.639477,0.96,0.981176,13967,5.245419,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,4,lethe-full-bypass,0.649586,0.991019,3.28068,15.584994,15.037098,0.96,0.976371,14772,5.38346,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,0,no-bypass,0.323366,0.878195,4.775095,15.941028,15.946326,0.88,0.805381,18089,7.264891,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,1,no-bypass,0.40651,0.881247,4.777877,15.700955,16.167592,0.88,0.812917,17600,7.150778,0
MS-MARCO-RBAC,8000000,8000000,bridge,0.5,2,no-bypass,0.390803,0.886331,4.717735,16.025344,16.733056,0.88,0.819302,17774,7.013945,0
