dataset,N,N_indexed,method,pattern,target_type,frac,stress_mode,seed,topk,M,ef_construction,ef_search,revoked_target_nodes,affected_query_share,drift10,drift10_pct,recall10_vs_exact_topk,scored_leakage,routing_leakage_auc,source_role
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.748394,0.2231972,22.3197,0.919603,0.16438097,0.884717,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.64494,0.24200022,24.2,0.917598,0.18468457,0.895017,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.709753,0.24682376,24.6824,0.913833,0.21806049,0.889215,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.65759,0.24708313,24.7083,0.919267,0.19593035,0.924187,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.702318,0.25810294,25.8103,0.918248,0.19428695,0.909913,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.675224,0.24020918,24.0209,0.915241,0.20193101,0.910232,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.682606,0.24157766,24.1578,0.91515,0.17851046,0.914118,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.708302,0.24549495,24.5495,0.91459,0.21422329,0.886064,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.662003,0.25656111,25.6561,0.915963,0.2045878,0.908589,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.73347,0.25745339,25.7453,0.917871,0.21425093,0.910728,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.693118,0.24592355,24.5924,0.928734,0.20353337,0.911444,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.707777,0.24381681,24.3817,0.912419,0.19714007,0.897663,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.7099,0.25067167,25.0672,0.916601,0.19617063,0.921437,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Post-filter,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.64358,0.25278874,25.2789,0.912299,0.21632647,0.9243,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.634118,0.01219234,1.2192,0.977629,0.0,0.502948,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.689198,0.00729697,0.7297,0.975133,0.0,0.504359,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.704095,0.00980376,0.9804,0.977556,0.0,0.505329,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.693694,0.01084754,1.0848,0.975176,0.0,0.505953,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.630605,0.01007748,1.0077,0.976507,0.0,0.507655,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.625572,0.01200017,1.2,0.979185,0.0,0.509923,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.623351,0.01139138,1.1391,0.977666,0.0,0.512194,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.674523,0.01068697,1.0687,0.977292,0.0,0.502356,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.658048,0.00896162,0.8962,0.977274,0.0,0.508922,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_degree_hub,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.671927,0.00974176,0.9742,0.976918,0.0,0.506699,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,0,10,16,200,20,4000,0.668121,0.01052265,1.0523,0.979425,0.0,0.506839,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,1,10,16,200,20,4000,0.642317,0.01171184,1.1712,0.975373,0.0,0.509123,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,2,10,16,200,20,4000,0.669544,0.01297371,1.2974,0.973427,0.0,0.503495,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,3,10,16,200,20,4000,0.675597,0.01158544,1.1585,0.978963,0.0,0.507338,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,4,10,16,200,20,4000,0.673045,0.01058413,1.0584,0.977243,0.0,0.502655,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,5,10,16,200,20,4000,0.641593,0.00985635,0.9856,0.974183,0.0,0.509943,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,6,10,16,200,20,4000,0.665549,0.01086422,1.0864,0.975067,0.0,0.498796,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,7,10,16,200,20,4000,0.690847,0.01066738,1.0667,0.981622,0.0,0.503216,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,8,10,16,200,20,4000,0.627935,0.01119262,1.1193,0.980247,0.0,0.498325,hub_bridge_worstcase_reference_for_comparison
MS-MARCO-RBAC,8000000,8000000,Lethe,hub_bridge_worstcase,high_betweenness_bridge,0.5,strong_hub_bridge_frac0.5_reference,9,10,16,200,20,4000,0.657291,0.01334167,1.3342,0.977135,0.0,0.510904,hub_bridge_worstcase_reference_for_comparison
