dataset,N,N_indexed,variant,pattern,frac,seed,score_frontier_expand_result_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,recall10_vs_oracle,latency_mean_ms,latency_p95_ms,latency_p99_ms,overlay_edges,overlay_memory_bytes,revocation_time_ms,distance_computations,expanded_nodes
SIFT1M,1000000,1000000,Lethe-per-role-overlay,random,0.5,9,0.0,0.014032,0.981336,0.99527,4.766279,8.383609,12.094045,87500,1,0.26915,73735,17032
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,0,0.0,0.0074,0.982418,0.996367,5.051944,9.618196,12.694114,143500,1,0.379875,80819,19685
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,1,0.0,0.005722,0.9824,0.996349,5.137505,9.401964,12.909873,143500,1,0.368231,78725,18530
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,2,0.0,0.006015,0.980676,0.9946,5.185949,9.430103,12.408062,143500,1,0.374985,83748,19174
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,3,0.0,0.005528,0.985877,0.999876,5.395683,10.030968,13.152876,143500,1,0.361133,81984,19112
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,4,0.0,0.003265,0.982192,0.996138,4.98536,9.310654,13.841784,143500,1,0.362725,84146,19711
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,5,0.0,0.006226,0.982678,0.996631,5.046612,9.28509,12.427999,143500,1,0.373841,79822,18515
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,6,0.0,0.004199,0.983567,0.997533,5.169131,9.4662,13.531894,143500,1,0.359536,77628,19019
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,7,0.0,0.003485,0.984974,0.998959,5.122194,9.896853,13.227769,143500,1,0.362738,79921,18433
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,8,0.0,0.004673,0.983181,0.997141,5.263726,9.848264,12.991519,143500,1,0.366828,79939,18331
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,random,0.5,9,0.0,0.006062,0.984061,0.998033,5.054797,9.415402,13.000286,143500,1,0.35849,80280,19480
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,0,0.0,0.002838,0.984856,0.998839,5.62266,9.732469,14.846148,210000,1,0.504977,91473,20560
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,1,0.0,0.005423,0.984667,0.998648,5.519758,10.829777,13.751375,210000,1,0.497072,89291,20084
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,2,0.0,0.003168,0.984716,0.998698,5.570536,10.07793,14.356164,210000,1,0.497751,86907,20641
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,3,0.0,0.003902,0.983733,0.997701,5.558074,10.391,14.169572,210000,1,0.499711,84025,19172
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,4,0.0,0.003617,0.982245,0.996192,5.618404,10.558411,12.475684,210000,1,0.49813,85628,20329
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,5,0.0,0.004411,0.983996,0.997968,5.460455,10.480189,14.348913,210000,1,0.510451,87051,18695
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,6,0.0,0.00282,0.986022,1.0,5.542602,10.088701,14.103149,210000,1,0.500393,84917,20136
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,7,0.0,0.006743,0.98298,0.996937,5.708028,10.452519,13.92865,210000,1,0.498838,87448,19831
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,8,0.0,0.003146,0.985381,0.999372,5.513176,9.829134,14.231793,210000,1,0.498426,89317,19740
SIFT1M,1000000,1000000,Lethe-per-user-overlay,random,0.5,9,0.0,0.002732,0.984721,0.998702,5.424521,10.224333,15.144974,210000,1,0.493582,86616,19408
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,0,0.0,0.0,0.981822,0.995763,4.173685,7.717057,10.547026,0,0,0.095478,65632,15596
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,1,0.0,0.0,0.986704,1.0,4.217123,7.795581,10.78441,0,0,0.064705,67018,15022
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,2,0.0,0.0,0.986877,1.0,4.18379,7.875472,10.096295,0,0,0.076385,66787,14956
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,3,0.0,0.0,0.989427,1.0,4.032524,7.919476,10.060856,0,0,0.083736,66183,15279
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,4,0.0,0.0,0.988222,1.0,3.990924,7.603501,10.545942,0,0,0.070152,63551,14669
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,5,0.0,0.0,0.985969,0.999968,4.190933,7.415071,10.631401,0,0,0.068917,64753,15600
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,6,0.0,0.0,0.986019,1.0,4.186032,7.74006,10.550605,0,0,0.071024,66652,15378
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,7,0.0,0.0,0.983978,0.997949,4.203563,7.664616,10.6868,0,0,0.073862,65995,15196
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,8,0.0,0.0,0.985819,0.999816,4.117842,7.334364,9.809839,0,0,0.056438,60985,14221
SIFT1M,1000000,1000000,Oracle-rebuild,random,0.5,9,0.0,0.0,0.98619,1.0,4.118183,7.473466,11.316088,0,0,0.057616,68061,14578
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,0,0.0,0.055104,0.926635,0.939792,4.043743,7.780122,10.226598,0,0,0.069193,62188,15057
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,1,0.0,0.074065,0.927155,0.94032,3.995394,7.466713,10.041702,0,0,0.09069,62083,14956
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,2,0.0,0.06047,0.932236,0.945473,4.010169,7.602821,11.177827,0,0,0.072834,63793,15163
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,3,0.0,0.06232,0.927094,0.940258,4.070805,7.284637,9.938941,0,0,0.065078,62910,14569
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,4,0.0,0.059176,0.930306,0.943515,4.056407,7.565126,9.756683,0,0,0.086122,60154,14332
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,5,0.0,0.067089,0.92569,0.938834,4.094517,7.768523,9.938578,0,0,0.068054,59755,14652
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,6,0.0,0.06105,0.925422,0.938562,4.072362,7.984713,10.642824,0,0,0.07865,66089,14490
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,7,0.0,0.053612,0.93233,0.945568,4.055546,7.495828,9.803589,0,0,0.081147,61614,14464
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,8,0.0,0.056155,0.929543,0.942742,3.903569,7.300192,10.355946,0,0,0.078652,63239,15135
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.1,9,0.0,0.063222,0.932133,0.945368,3.951241,7.178057,10.120824,0,0,0.071372,62166,15027
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,0,0.0,0.008536,0.982656,0.996609,4.580412,8.676355,11.333611,23040,1,0.129815,72638,17061
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,1,0.0,0.009684,0.979367,0.993273,4.781417,8.622424,11.793371,23040,1,0.129242,71796,16744
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,2,0.0,0.007747,0.983679,0.997646,4.750937,8.742034,12.358127,23040,1,0.142143,72466,17116
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,3,0.0,0.009878,0.980155,0.994072,4.794289,8.688964,12.147572,23040,1,0.15163,72192,17574
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,4,0.0,0.006637,0.982312,0.99626,4.675575,8.750059,11.388135,23040,1,0.127425,72448,17115
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,5,0.0,0.010013,0.975327,0.989176,4.68939,8.419792,12.595431,23040,1,0.13563,71266,17845
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,6,0.0,0.008009,0.978658,0.992554,4.545004,8.803302,12.278771,23040,1,0.136247,68784,16898
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,7,0.0,0.004726,0.979975,0.99389,4.696783,8.629309,11.644146,23040,1,0.117407,72710,17375
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,8,0.0,0.004761,0.980567,0.99449,4.70931,8.394072,11.522372,23040,1,0.141245,73784,17291
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.1,9,0.0,0.007209,0.980317,0.994236,4.66241,8.548903,12.057097,23040,1,0.13968,77851,17615
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,0,0.0,0.003448,0.982747,0.996701,5.256087,9.670463,12.539461,66560,1,0.242015,84875,19343
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,1,0.0,0.002035,0.986268,1.0,5.144892,9.700822,13.395303,66560,1,0.224929,83335,18374
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,2,0.0,0.00253,0.980856,0.994783,5.28489,10.164111,14.058082,66560,1,0.206009,84688,19966
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,3,0.0,0.004286,0.98088,0.994807,5.128323,9.690442,13.668299,66560,1,0.216885,85080,18553
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,4,0.0,0.002424,0.983081,0.99704,5.271783,9.624333,13.662117,66560,1,0.220023,87562,20300
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,5,0.0,0.004112,0.9806,0.994524,5.30985,9.851594,13.400382,66560,1,0.229726,82078,18776
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,6,0.0,0.006365,0.982514,0.996465,5.334456,9.662363,13.551605,66560,1,0.207741,83083,19716
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,7,0.0,0.002828,0.981211,0.995143,5.392007,9.536837,13.304329,66560,1,0.198616,84707,19526
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,8,0.0,0.004873,0.983432,0.997395,5.294055,9.586625,13.589908,66560,1,0.200708,83757,18056
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.1,9,0.0,0.002766,0.98269,0.996643,5.068486,9.414064,13.209181,66560,1,0.201959,87058,19900
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,0,0.0,0.008943,0.98161,0.995548,4.828416,8.826558,11.702733,32000,1,0.145187,79219,17108
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,1,0.0,0.011872,0.979126,0.993028,4.856183,8.868993,12.324331,32000,1,0.137049,77907,17762
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,2,0.0,0.011634,0.97626,0.990122,4.858525,8.995789,13.14682,32000,1,0.144493,75557,16978
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,3,0.0,0.009826,0.978966,0.992866,4.885294,9.188816,11.820783,32000,1,0.136603,78301,18072
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,4,0.0,0.013676,0.980192,0.994109,4.751923,8.957198,12.607339,32000,1,0.140614,77180,17455
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,5,0.0,0.010053,0.980583,0.994506,4.770569,9.07388,11.848238,32000,1,0.140287,75058,17940
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,6,0.0,0.009616,0.979679,0.993589,4.920154,8.742242,12.911061,32000,1,0.126054,77488,17607
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,7,0.0,0.00891,0.975903,0.98976,4.702239,8.68317,11.23126,32000,1,0.162939,73505,17183
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,8,0.0,0.010278,0.977509,0.991388,4.869563,8.920534,12.589338,32000,1,0.152694,78561,16847
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.1,9,0.0,0.011571,0.975899,0.989756,4.688155,8.714884,12.297149,32000,1,0.143807,76879,18288
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,0,0.0,0.0038,0.984609,0.998589,5.026733,9.361155,13.924605,52480,1,0.16876,82768,18682
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,1,0.0,0.002818,0.9814,0.995335,5.262886,9.312523,13.777168,52480,1,0.197374,83497,18664
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,2,0.0,0.003102,0.983972,0.997943,5.127272,10.127769,13.74808,52480,1,0.188586,85995,18307
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,3,0.0,0.000269,0.982608,0.99656,5.03875,9.248212,12.638917,52480,1,0.182976,81631,18453
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,4,0.0,0.004312,0.984335,0.998311,4.980838,9.56805,13.16489,52480,1,0.195792,83158,19200
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,5,0.0,0.0045,0.985986,0.999985,5.064249,9.667109,13.249917,52480,1,0.187821,78986,18781
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,6,0.0,0.003913,0.985725,0.999721,5.097978,9.828698,13.4674,52480,1,0.189581,78328,19017
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,7,0.0,0.002489,0.981863,0.995804,4.863828,9.673575,12.264437,52480,1,0.181526,78796,18500
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,8,0.0,0.003847,0.982238,0.996185,5.228146,9.697239,12.462607,52480,1,0.184261,87144,18849
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.1,9,0.0,0.004021,0.982966,0.996923,5.13755,9.869525,13.133348,52480,1,0.178784,77660,19561
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,0,0.0,0.000121,0.983074,0.997033,5.442378,10.173117,13.83559,76800,1,0.258905,93077,20471
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,1,0.0,0.001724,0.984722,0.998704,5.574306,10.49268,14.460477,76800,1,0.232343,91358,21014
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,2,0.0,0.000615,0.984054,0.998026,5.589515,10.692187,14.2094,76800,1,0.232956,95033,19912
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,3,0.0,0.002337,0.983738,0.997706,5.442582,10.113417,14.295094,76800,1,0.227618,87782,20846
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,4,0.0,0.00227,0.983592,0.997558,5.576779,10.682723,15.439613,76800,1,0.252968,90035,19958
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,5,0.0,0.003504,0.9812,0.995131,5.546392,10.121833,14.734912,76800,1,0.23843,86555,20649
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,6,0.0,0.002242,0.983872,0.997842,5.4654,10.219302,14.965235,76800,1,0.238246,91541,20710
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,7,0.0,0.0,0.98313,0.997089,5.535706,10.572862,13.783779,76800,1,0.250548,91122,20187
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,8,0.0,0.001213,0.983913,0.997884,5.613504,10.240494,13.359045,76800,1,0.232607,92594,20577
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.1,9,0.0,0.000267,0.983972,0.997943,5.728648,10.110941,14.699444,76800,1,0.235814,84674,19472
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,0,0.0,0.0,0.98533,0.99932,4.042115,7.193378,9.950476,0,0,0.079655,65505,16148
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,1,0.0,0.0,0.985069,0.999055,4.16849,7.554651,10.813998,0,0,0.083655,62284,15490
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,2,0.0,0.0,0.987507,1.0,4.191248,7.68016,10.069433,0,0,0.079209,61909,15421
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,3,0.0,0.0,0.982303,0.99625,4.049842,7.918816,10.717201,0,0,0.074218,61065,14433
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,4,0.0,0.0,0.985679,0.999675,4.018975,7.627839,9.905763,0,0,0.072914,65924,14551
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,5,0.0,0.0,0.984471,0.998449,3.919768,7.653413,10.58503,0,0,0.070039,64322,14543
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,6,0.0,0.0,0.986419,1.0,4.186667,7.824347,10.597694,0,0,0.091577,64906,15485
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,7,0.0,0.0,0.986848,1.0,4.097372,8.004367,10.896803,0,0,0.087454,65123,14052
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,8,0.0,0.0,0.987333,1.0,4.156816,7.228949,10.73707,0,0,0.088834,66488,14887
SIFT1M,1000000,1000000,Oracle-rebuild,hub,0.1,9,0.0,0.0,0.987987,1.0,4.193356,7.729137,11.065959,0,0,0.081224,66591,15160
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,0,0.0,0.074992,0.930238,0.943446,4.083607,7.71762,10.829484,0,0,0.092328,63022,15137
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,1,0.0,0.084285,0.92873,0.941917,4.104372,7.136939,10.112073,0,0,0.073735,64796,14559
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,2,0.0,0.070747,0.921618,0.934703,4.031231,7.469542,9.71779,0,0,0.092982,62356,14602
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,3,0.0,0.073444,0.925315,0.938453,4.016963,7.455095,10.19769,0,0,0.090725,65375,14984
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,4,0.0,0.082395,0.92801,0.941187,4.089552,7.347744,10.266965,0,0,0.074854,66521,14715
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,5,0.0,0.081139,0.924745,0.937875,4.002676,7.873812,10.22808,0,0,0.079053,63512,14022
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,6,0.0,0.078528,0.924486,0.937612,3.899145,7.184996,10.273715,0,0,0.061229,65696,14597
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,7,0.0,0.083133,0.931369,0.944593,3.93006,7.515648,10.3881,0,0,0.088666,65661,14303
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,8,0.0,0.080463,0.93434,0.947607,3.99965,7.293123,10.151977,0,0,0.079699,61758,14853
SIFT1M,1000000,1000000,Lethe-no-bypass,hub,0.2,9,0.0,0.074948,0.924726,0.937856,4.100777,7.044293,9.50149,0,0,0.101614,62404,14911
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,0,0.0,0.008203,0.980343,0.994263,4.722008,8.226917,12.060591,46080,1,0.175995,72755,15746
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,1,0.0,0.008518,0.982018,0.995961,4.652124,8.827454,12.044013,46080,1,0.195715,74796,17810
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,2,0.0,0.008329,0.981092,0.995022,4.676746,8.866439,11.579175,46080,1,0.166193,75394,16210
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,3,0.0,0.009987,0.98266,0.996612,4.731626,8.598361,11.424173,46080,1,0.152822,73873,17107
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,4,0.0,0.010614,0.980076,0.993992,4.638237,8.941695,11.648328,46080,1,0.170993,74020,16857
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,5,0.0,0.00777,0.977762,0.991645,4.711723,8.531731,11.135958,46080,1,0.16345,75868,17442
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,6,0.0,0.011097,0.981195,0.995127,4.85021,8.418256,10.756042,46080,1,0.162651,75696,17938
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,7,0.0,0.011673,0.983806,0.997775,4.791623,8.179268,12.248335,46080,1,0.15693,73794,17458
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,8,0.0,0.011662,0.984547,0.998526,4.585502,8.28156,12.095257,46080,1,0.170359,71983,16760
SIFT1M,1000000,1000000,Lethe-pruned-bypass,hub,0.2,9,0.0,0.007814,0.978977,0.992878,4.552589,8.65164,11.577119,46080,1,0.164801,73910,16895
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,0,0.0,0.006951,0.981524,0.99546,5.147853,9.723813,12.195762,133120,1,0.333122,79493,18559
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,1,0.0,0.003024,0.982812,0.996766,5.154342,10.011949,13.92622,133120,1,0.348892,83436,19191
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,2,0.0,0.005089,0.982366,0.996314,5.280724,9.683671,12.500362,133120,1,0.339124,82420,19350
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,3,0.0,0.004268,0.981957,0.9959,5.030407,9.132395,13.038364,133120,1,0.359887,78608,19397
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,4,0.0,0.002342,0.986389,1.0,5.374806,9.514198,13.756906,133120,1,0.355073,79388,19721
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,5,0.0,0.003499,0.984585,0.998564,5.09038,9.945798,13.47109,133120,1,0.358691,79726,19982
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,6,0.0,0.003058,0.983068,0.997026,5.199738,9.278993,13.79978,133120,1,0.360595,83293,18595
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,7,0.0,0.004594,0.98393,0.997901,5.175935,9.928995,13.017134,133120,1,0.356151,83798,19126
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,8,0.0,0.004785,0.982268,0.996215,5.175215,10.435068,13.384806,133120,1,0.355577,82677,19414
SIFT1M,1000000,1000000,Lethe-full-unpruned-bypass,hub,0.2,9,0.0,0.005019,0.983687,0.997655,5.238058,9.555734,13.280785,133120,1,0.340953,85664,19505
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,0,0.0,0.013468,0.9793,0.993205,4.804022,8.58057,12.097235,64000,1,0.221935,74774,17614
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,1,0.0,0.012976,0.973106,0.986923,4.820174,8.763651,12.455549,64000,1,0.220794,71155,17226
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,2,0.0,0.013757,0.975462,0.989312,4.800218,8.304952,12.612068,64000,1,0.200927,78462,17481
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,3,0.0,0.012598,0.975972,0.989829,4.785705,8.632493,12.845136,64000,1,0.210258,75399,17816
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,4,0.0,0.011755,0.979989,0.993904,4.941817,8.880812,11.303535,64000,1,0.215899,75041,18347
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,5,0.0,0.010975,0.983238,0.997199,4.86958,8.750464,13.22345,64000,1,0.2053,79323,17423
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,6,0.0,0.014635,0.977854,0.991739,4.664449,8.907992,12.073742,64000,1,0.20599,74713,17604
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,7,0.0,0.008871,0.97952,0.993428,4.916764,9.440642,11.730781,64000,1,0.208647,80140,17945
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,8,0.0,0.013021,0.97857,0.992465,4.630952,9.329428,12.563351,64000,1,0.202328,75981,18028
SIFT1M,1000000,1000000,Lethe-per-role-overlay,hub,0.2,9,0.0,0.011158,0.978027,0.991914,4.839414,8.892776,11.900856,64000,1,0.185884,77386,17378
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,0,0.0,0.005172,0.982109,0.996053,5.011513,9.163775,13.029719,104960,1,0.280843,79308,18678
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,1,0.0,0.004661,0.984323,0.998299,5.157028,9.36193,13.265732,104960,1,0.304096,86286,19620
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,2,0.0,0.003147,0.982779,0.996733,5.093943,9.333665,12.856052,104960,1,0.268135,81828,18955
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,3,0.0,0.003351,0.980716,0.994641,5.053134,8.784341,13.477696,104960,1,0.290166,86917,19019
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,4,0.0,0.002767,0.980686,0.99461,5.230007,10.011937,13.261088,104960,1,0.295716,76727,19211
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,5,0.0,0.003418,0.981323,0.995257,4.978302,9.50153,13.120515,104960,1,0.280346,80323,19051
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,6,0.0,0.002983,0.981911,0.995853,5.092233,9.259768,13.370346,104960,1,0.294894,84714,18454
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,7,0.0,0.003933,0.98432,0.998297,5.134373,9.405735,12.881652,104960,1,0.284851,78394,18807
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,8,0.0,0.002895,0.980408,0.994329,5.167748,9.527592,12.887729,104960,1,0.309557,80787,19409
SIFT1M,1000000,1000000,Lethe-per-effective-view-overlay,hub,0.2,9,0.0,0.001286,0.981701,0.99564,5.177216,9.736937,13.25723,104960,1,0.266649,81859,18331
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,0,0.0,0.001801,0.9839,0.99787,5.560303,10.445006,14.620088,153600,1,0.38188,85622,20490
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,1,0.0,0.001297,0.983782,0.997751,5.440717,10.356153,14.351773,153600,1,0.398194,87316,20849
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,2,0.0,0.001514,0.983987,0.997959,5.544537,10.458161,13.726354,153600,1,0.36097,83845,19874
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,3,0.0,0.003175,0.984028,0.998,5.651422,10.328739,15.082437,153600,1,0.384696,87052,19308
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,4,0.0,0.001726,0.983315,0.997277,5.664176,10.028123,14.090886,153600,1,0.393812,83093,19756
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,5,0.0,0.002437,0.984527,0.998507,5.497416,10.881529,13.241143,153600,1,0.389906,88214,20174
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,6,0.0,0.002158,0.98315,0.99711,5.690774,10.218648,14.151424,153600,1,0.387917,84247,18957
SIFT1M,1000000,1000000,Lethe-per-user-overlay,hub,0.2,7,0.0,0.000611,0.985109,0.999096,5.65169,10.174909,14.841197,153600,1,0.385469,85347,20476
