dataset,N,N_indexed,method,revocations_per_s,batch_B,amortized_cost_s,compliance_window_s,seed,window_model,single_source_cost_experiment
MS-MARCO-RBAC,8000000,8000000,Lethe,51286.764,2500,1.95e-05,0.020531,3,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,51288.289,2500,1.95e-05,0.019821,4,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,52614.629,10000,1.901e-05,0.06333,0,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,50309.638,10000,1.988e-05,0.061522,1,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,53863.009,10000,1.857e-05,0.068318,2,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,53178.998,10000,1.881e-05,0.063224,3,immediate_per_view_erasure,True
MS-MARCO-RBAC,8000000,8000000,Lethe,52406.533,10000,1.908e-05,0.06574,4,immediate_per_view_erasure,True
SIFT1M,1000000,1000000,Tombstone,101063.559,1,1.8884567,3776.893604,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102874.806,1,1.92420889,3848.398348,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,97617.543,1,1.86193594,3723.851394,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103510.825,1,1.89468193,3789.344543,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101809.154,1,1.84202508,3684.030523,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102835.472,2,0.96412356,3856.455348,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,98583.366,2,0.98058531,3922.30068,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,98649.184,2,0.98727737,3949.068944,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,96406.2,2,0.96750366,3869.973146,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,99947.676,2,1.00353133,4014.085299,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,100052.887,5,0.40424523,4042.352353,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101445.223,5,0.40277125,4027.613957,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101814.938,5,0.39977529,3997.654666,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,100133.693,5,0.41126961,4112.596278,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,95474.288,5,0.41198271,4119.722355,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,100234.531,10,0.20873909,4174.582273,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102378.869,10,0.20530927,4105.990139,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101367.259,10,0.20955539,4190.910507,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,97628.843,10,0.21549062,4309.607489,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,98506.734,10,0.20856769,4171.150814,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101684.49,25,0.0864502,4322.018188,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102124.458,25,0.08643759,4321.389773,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101616.406,25,0.08827845,4413.430303,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101507.871,25,0.08615887,4307.45095,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,104999.371,25,0.08684984,4342.015896,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103637.399,100,0.02190253,4378.576448,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,105558.264,100,0.02273596,4545.296387,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,104321.656,100,0.02306179,4610.44103,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,94766.308,100,0.02245441,4488.770717,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101572.069,100,0.02316205,4630.441564,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103296.064,250,0.0092569,4623.610505,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,106674.049,250,0.00936778,4679.202893,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103128.852,250,0.00929033,4640.318872,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103049.075,250,0.0091544,4572.349284,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,101141.896,250,0.00927271,4631.411339,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102183.915,1000,0.00245148,4883.394205,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103319.353,1000,0.00246386,4908.365208,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,100169.106,1000,0.00252442,5028.868868,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,98399.932,1000,0.00243152,4842.713597,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,109877.116,1000,0.00248511,4952.020337,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103120.614,2500,0.00104284,5165.723236,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,105071.703,2500,0.00103415,5123.169176,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,102207.125,2500,0.00104365,5169.322927,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,104363.057,2500,0.00102264,5065.297248,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,105811.042,2500,0.00104793,5192.377013,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,103503.551,10000,0.00027379,5282.669177,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,105171.62,10000,0.00026711,5152.015511,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,106741.41,10000,0.0002768,5348.626069,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,106055.541,10000,0.00028371,5485.702083,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Tombstone,106601.209,10000,0.00027789,5370.271928,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98056.595,1,1.84872776,3697.435118,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97264.221,1,1.93750575,3874.990941,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100095.768,1,1.91765556,3835.291133,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,96679.321,1,1.9229181,3845.815512,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,93352.079,1,1.91429235,3828.563273,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,94381.602,2,0.95548302,3821.889689,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,99101.537,2,0.9757377,3902.910452,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98378.553,2,0.99562379,3982.454491,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,89207.563,2,0.98033365,3921.289774,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,96556.132,2,0.97175215,3886.967161,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98028.759,5,0.42225094,4222.407397,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97791.606,5,0.40517202,4051.617913,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97653.82,5,0.40459127,4045.810254,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,96880.049,5,0.4046519,4046.415753,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,95020.246,5,0.40034051,4003.299876,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,94264.56,10,0.20983387,4196.465306,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100143.443,10,0.20494696,4098.739444,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,92068.631,10,0.20738061,4147.395021,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98237.648,10,0.2079086,4157.968411,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,95602.61,10,0.20965568,4192.904478,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100186.774,25,0.08866282,4432.641728,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,95722.883,25,0.08565488,4282.221466,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,99478.581,25,0.08676315,4337.654667,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,99176.923,25,0.08742004,4370.497679,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,99148.156,25,0.08702501,4350.746303,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,101075.848,100,0.02293891,4585.804122,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98102.07,100,0.0235256,4703.080854,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97767.916,100,0.02345504,4688.963176,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100660.44,100,0.0229474,4587.493359,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97893.0,100,0.02281805,4561.566477,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98255.367,250,0.00940951,4699.666334,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100264.346,250,0.00948425,4737.135957,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,93619.126,250,0.00939926,4694.288352,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98048.14,250,0.00927694,4633.372176,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100201.487,250,0.0095698,4779.910042,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98879.348,1000,0.00251022,5000.222337,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,97428.579,1000,0.00243453,4848.53055,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100231.437,1000,0.0024641,4908.245944,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,94568.273,1000,0.00247232,4923.497604,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98331.663,1000,0.00254012,5059.896123,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,96407.629,2500,0.00101645,5030.404779,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,99059.613,2500,0.00106606,5279.821827,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,96421.756,2500,0.00103872,5141.751219,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,93791.033,2500,0.00103475,5120.452631,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,103838.144,2500,0.00103402,5121.947141,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,105772.329,10000,0.0002754,5318.927467,0,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,100970.871,10000,0.00027299,5261.78407,1,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,101669.837,10000,0.00027613,5325.875251,2,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,98889.715,10000,0.00027515,5300.676178,3,long_offline_consolidation,True
SIFT1M,1000000,1000000,Post-filter,102795.799,10000,0.00027305,5266.39766,4,long_offline_consolidation,True
SIFT1M,1000000,1000000,SPFresh,17553.097,1,8.093e-05,0.047928,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19045.192,1,7.775e-05,0.05049,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17674.941,1,8.233e-05,0.051498,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18259.671,1,7.961e-05,0.049694,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18080.223,1,8.096e-05,0.051305,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17550.746,2,6.933e-05,0.049426,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17607.469,2,6.899e-05,0.048782,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17752.014,2,6.863e-05,0.049185,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18462.981,2,6.622e-05,0.048228,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17583.645,2,6.895e-05,0.048302,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17897.72,5,6.088e-05,0.050047,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18272.306,5,5.968e-05,0.049547,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18383.931,5,5.965e-05,0.052544,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17778.008,5,6.139e-05,0.051375,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18597.238,5,5.904e-05,0.052691,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19079.754,10,5.498e-05,0.051434,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19177.831,10,5.458e-05,0.048824,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19408.253,10,5.408e-05,0.051187,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,17750.24,10,5.893e-05,0.051794,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19017.37,10,5.516e-05,0.05162,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19574.036,25,5.21e-05,0.050825,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18759.24,25,5.429e-05,0.049297,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18738.308,25,5.44e-05,0.051468,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18675.265,25,5.465e-05,0.05501,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18874.846,25,5.402e-05,0.051856,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19434.218,100,5.171e-05,0.051633,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20484.673,100,4.908e-05,0.052483,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19253.524,100,5.22e-05,0.051559,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19715.603,100,5.099e-05,0.052807,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19200.18,100,5.234e-05,0.050962,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,18849.935,250,5.316e-05,0.054403,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19183.048,250,5.224e-05,0.054549,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19670.995,250,5.094e-05,0.053145,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19106.222,250,5.244e-05,0.049005,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20329.435,250,4.93e-05,0.053556,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20297.105,1000,4.93e-05,0.061247,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19533.658,1000,5.122e-05,0.058459,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20872.21,1000,4.794e-05,0.064382,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19536.232,1000,5.122e-05,0.060981,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,19068.797,1000,5.247e-05,0.058729,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20059.872,2500,4.987e-05,0.077186,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20826.339,2500,4.803e-05,0.075087,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20372.128,2500,4.91e-05,0.077366,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20560.72,2500,4.865e-05,0.070914,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20678.921,2500,4.837e-05,0.080081,4,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20228.918,10000,4.944e-05,0.160664,0,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,21329.068,10000,4.689e-05,0.165145,1,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,21281.109,10000,4.7e-05,0.144868,2,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,20291.862,10000,4.929e-05,0.148982,3,freshness_update,True
SIFT1M,1000000,1000000,SPFresh,21134.244,10000,4.732e-05,0.155291,4,freshness_update,True
SIFT1M,1000000,1000000,Physical-delete,2613.763,1,0.00040834,0.051491,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2552.133,1,0.00041625,0.048841,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2542.735,1,0.00042009,0.053632,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2657.596,1,0.00040009,0.04763,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2706.041,1,0.00039394,0.048795,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2569.027,2,0.00040169,0.049757,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2764.39,2,0.00037368,0.04773,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2676.165,2,0.00038679,0.05249,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2586.197,2,0.00039885,0.04873,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2747.228,2,0.00037694,0.051766,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2673.755,5,0.00037921,0.05203,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2654.55,5,0.00038194,0.052296,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2678.518,5,0.0003782,0.048639,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2614.189,5,0.00038736,0.048326,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2612.356,5,0.00038783,0.050301,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2752.199,10,0.00036585,0.050102,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2758.407,10,0.00036498,0.049089,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2757.21,10,0.00036518,0.049937,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2791.892,10,0.00036057,0.047777,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2820.716,10,0.000357,0.049531,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2825.922,25,0.00035485,0.049325,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2832.888,25,0.00035397,0.048474,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2839.003,25,0.00035325,0.050733,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2813.128,25,0.00035654,0.053169,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2776.12,25,0.00036123,0.050533,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2869.906,100,0.00034871,0.052929,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3068.678,100,0.00032613,0.050651,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2958.111,100,0.00033831,0.051342,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2866.722,100,0.00034909,0.051484,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2896.398,100,0.00034551,0.050441,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2988.045,250,0.00033477,0.051938,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2979.472,250,0.00033573,0.05018,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2922.533,250,0.00034227,0.052746,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2987.125,250,0.00033487,0.052214,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2953.02,250,0.00033874,0.051882,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3029.826,1000,0.00033008,0.057832,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3101.277,1000,0.00032248,0.058908,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2976.649,1000,0.00033598,0.06187,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,2925.734,1000,0.00034183,0.060892,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3021.009,1000,0.00033105,0.060567,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3001.544,2500,0.00033318,0.072311,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3121.235,2500,0.0003204,0.072585,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3152.053,2500,0.00031727,0.074247,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3077.202,2500,0.00032498,0.072216,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3023.431,2500,0.00033076,0.071419,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3052.902,10000,0.00032756,0.149181,0,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3175.836,10000,0.00031489,0.151565,1,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3147.793,10000,0.00031769,0.149256,2,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3108.735,10000,0.00032168,0.153076,3,immediate_global_delete,True
SIFT1M,1000000,1000000,Physical-delete,3083.039,10000,0.00032436,0.154267,4,immediate_global_delete,True
SIFT1M,1000000,1000000,Periodic-rebuild,7308.295,1,0.01550799,30.742327,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7204.923,1,0.01563463,30.991664,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7637.814,1,0.01510023,29.938597,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7470.12,1,0.01519915,30.130573,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7531.384,1,0.01486368,29.461806,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7874.241,2,0.00756352,29.746082,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7711.259,2,0.00763558,30.023597,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7657.275,2,0.00756132,29.72292,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7783.297,2,0.00770389,30.301655,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7621.029,2,0.00777625,30.580131,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,7997.093,5,0.00339229,32.67247,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8521.755,5,0.00334585,32.285016,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8004.433,5,0.00333814,32.132083,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8615.704,5,0.00334636,32.302924,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8352.822,5,0.00335002,32.303027,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8590.087,10,0.00186182,34.908063,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8769.911,10,0.00179571,33.633579,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8656.237,10,0.00192821,36.253737,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8870.524,10,0.00192052,36.155755,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8709.925,10,0.00189411,35.585925,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9371.027,25,0.00095634,42.481537,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,8980.949,25,0.00100152,44.508897,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9191.9,25,0.00099097,44.109053,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9141.253,25,0.00102203,45.63186,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9165.6,25,0.00099558,44.323931,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9864.642,100,0.00055027,89.779206,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10049.784,100,0.0005653,93.159137,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10415.918,100,0.00054243,89.284461,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10278.625,100,0.00055399,91.339499,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9707.099,100,0.00057372,94.140223,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,9989.993,250,0.00046051,180.206726,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10677.56,250,0.00046342,184.881119,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10748.307,250,0.00045791,182.436554,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10684.447,250,0.00046633,186.36828,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,10601.118,250,0.0004656,185.63723,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11312.734,1000,0.00040829,639.792653,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11935.403,1000,0.00040862,649.668672,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11489.76,1000,0.00041628,658.486529,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11490.262,1000,0.00040556,637.069235,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11671.315,1000,0.00041224,653.111481,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11633.043,2500,0.00041401,1640.218745,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11774.875,2500,0.00039831,1566.892461,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,12063.223,2500,0.00040002,1585.607001,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,11659.082,2500,0.00041528,1647.573561,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,12045.137,2500,0.00039713,1570.537502,4,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,12453.508,10000,0.00040372,6468.41028,0,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,12565.305,10000,0.00039515,6311.313266,1,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,12546.705,10000,0.00039163,6238.624756,2,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,13206.246,10000,0.00038655,6216.575382,3,scheduled_rebuild,True
SIFT1M,1000000,1000000,Periodic-rebuild,13362.81,10000,0.00039761,6455.550372,4,scheduled_rebuild,True
