dataset,N,N_indexed,exception_rate,users,roles,predicate_implementation,seed,predicate_lookup_latency_ns,query_latency_overhead_pct,memory_ratio_vs_shared,effective_view_class_count,overlay_count,drift10,operational_leakage,revocation_throughput
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,hash_set,3,53.728897,0.972395,1.0,1000,1500,0.00938,0.0,32066.402
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,hash_set,4,52.102559,1.301001,1.0,1000,1500,0.00519,0.0,31541.92
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,roaring_bitmap,0,48.328168,1.362133,1.0,1000,1500,0.010303,0.0,32473.929
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,roaring_bitmap,1,45.949551,1.379348,1.0,1000,1500,0.007003,0.0,32599.114
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,roaring_bitmap,2,50.526633,1.562681,1.0,1000,1500,0.006843,0.0,33108.452
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,roaring_bitmap,3,52.489206,1.024505,1.0,1000,1500,0.006465,0.0,35516.645
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,roaring_bitmap,4,46.862588,0.915802,1.0,1000,1500,0.009175,0.0,31931.066
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,role_bitset,0,32.563957,1.091108,1.0,1000,1500,0.006403,0.0,34842.974
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,role_bitset,1,44.09892,1.179183,1.0,1000,1500,0.00851,0.0,31465.203
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,role_bitset,2,44.416837,1.170758,1.0,1000,1500,0.007684,0.0,34172.415
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,role_bitset,3,39.441766,1.290488,1.0,1000,1500,0.007764,0.0,33010.415
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,role_bitset,4,37.817984,1.233072,1.0,1000,1500,0.00905,0.0,34079.627
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,effective_view_id,0,38.146674,0.998388,1.0,1000,1500,0.004371,0.0,32625.32
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,effective_view_id,1,39.268143,1.054688,1.0,1000,1500,0.005505,0.0,33541.03
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,effective_view_id,2,38.82023,1.172589,1.0,1000,1500,0.007559,0.0,32794.811
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,effective_view_id,3,36.703347,1.115219,1.0,1000,1500,0.004723,0.0,32195.779
MS-MARCO-RBAC,8000000,8000000,0.1,1000,500,effective_view_id,4,30.797456,1.300411,1.0,1000,1500,0.005461,0.0,34610.64
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,short_sorted_vector,0,64.001198,1.404314,1.0,33,43,0.009196,0.0,33653.459
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,short_sorted_vector,1,58.305743,1.74589,1.0,33,43,0.004394,0.0,31786.358
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,short_sorted_vector,2,64.799959,1.736791,1.0,34,44,0.008445,0.0,31875.255
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,short_sorted_vector,3,66.841316,1.310424,1.0,34,44,0.006152,0.0,33948.432
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,short_sorted_vector,4,69.901398,1.610831,1.0,34,44,0.007323,0.0,31834.799
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,hash_set,0,53.627235,1.475748,1.0,33,43,0.009716,0.0,33399.302
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,hash_set,1,55.017707,1.53667,1.0,34,44,0.009191,0.0,32474.595
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,hash_set,2,54.296929,1.37326,1.0,34,44,0.006432,0.0,32195.541
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,hash_set,3,53.483281,1.137466,1.0,32,42,0.005969,0.0,34810.7
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,hash_set,4,54.593539,1.428128,1.0,35,45,0.008075,0.0,31909.293
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,roaring_bitmap,0,42.862002,1.51121,1.0,36,46,0.008065,0.0,32671.37
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,roaring_bitmap,1,47.966065,1.0463,1.0,34,44,0.006422,0.0,32954.848
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,roaring_bitmap,2,46.994704,0.920392,1.0,33,43,0.009573,0.0,31249.222
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,roaring_bitmap,3,50.163688,1.114449,1.0,35,45,0.007754,0.0,32182.922
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,roaring_bitmap,4,55.747521,1.120746,1.0,34,44,0.005749,0.0,31849.802
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,role_bitset,0,35.458501,0.788314,1.0,35,45,0.009238,0.0,30542.183
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,role_bitset,1,39.513516,1.051835,1.0,32,42,0.006713,0.0,30263.307
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,role_bitset,2,36.405658,1.267572,1.0,35,45,0.006771,0.0,34241.211
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,role_bitset,3,41.998846,1.024137,1.0,34,44,0.006654,0.0,32166.799
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,role_bitset,4,41.944482,1.237656,1.0,36,46,0.006952,0.0,33709.91
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,effective_view_id,0,38.368705,1.048675,1.0,36,46,0.004138,0.0,30981.871
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,effective_view_id,1,37.328148,1.194238,1.0,33,43,0.005414,0.0,33166.925
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,effective_view_id,2,38.531071,0.996201,1.0,34,44,0.007729,0.0,34723.389
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,effective_view_id,3,41.920687,0.93559,1.0,35,45,0.007289,0.0,31865.436
MS-MARCO-RBAC,8000000,8000000,0.1,10000,10,effective_view_id,4,35.058743,0.734867,1.0,35,45,0.008076,0.0,29651.441
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,short_sorted_vector,0,69.301127,1.638115,1.0,165,215,0.007304,0.0,33596.934
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,short_sorted_vector,1,63.353506,1.491104,1.0,166,216,0.007353,0.0,33682.487
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,short_sorted_vector,2,68.713174,1.668821,1.0,176,226,0.00819,0.0,31052.923
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,short_sorted_vector,3,66.175909,1.391959,1.0,176,226,0.00631,0.0,35156.005
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,short_sorted_vector,4,63.692879,1.599052,1.0,177,227,0.007472,0.0,32120.14
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,hash_set,0,52.305731,1.259999,1.0,178,228,0.009491,0.0,31751.547
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,hash_set,1,61.761268,1.113144,1.0,173,223,0.007726,0.0,33737.493
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,hash_set,2,53.666701,1.418322,1.0,161,211,0.006956,0.0,32146.686
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,hash_set,3,53.477319,1.626141,1.0,173,223,0.006903,0.0,34792.432
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,hash_set,4,60.255663,1.175994,1.0,172,222,0.005663,0.0,33788.792
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,roaring_bitmap,0,51.46743,1.38094,1.0,178,228,0.007054,0.0,31801.061
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,roaring_bitmap,1,53.553796,1.352401,1.0,168,218,0.009152,0.0,33834.993
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,roaring_bitmap,2,50.849756,0.939789,1.0,181,231,0.005797,0.0,34557.949
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,roaring_bitmap,3,49.571755,0.955043,1.0,177,227,0.008187,0.0,36831.167
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,roaring_bitmap,4,47.771502,1.319141,1.0,179,229,0.008674,0.0,35113.994
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,role_bitset,0,37.701226,0.86953,1.0,177,227,0.008748,0.0,32876.206
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,role_bitset,1,41.592,1.219486,1.0,183,233,0.007695,0.0,30032.337
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,role_bitset,2,44.268595,0.754417,1.0,173,223,0.007061,0.0,32863.71
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,role_bitset,3,37.811355,0.834407,1.0,178,228,0.00786,0.0,30935.567
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,role_bitset,4,41.472756,1.27779,1.0,166,216,0.006564,0.0,32314.73
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,effective_view_id,0,36.939757,1.381266,1.0,179,229,0.00834,0.0,36166.95
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,effective_view_id,1,34.014155,0.810696,1.0,179,229,0.00879,0.0,32872.024
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,effective_view_id,2,38.423554,0.466022,1.0,173,223,0.010283,0.0,32528.894
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,effective_view_id,3,33.790189,1.12948,1.0,189,239,0.007936,0.0,34098.02
MS-MARCO-RBAC,8000000,8000000,0.1,10000,50,effective_view_id,4,35.136921,1.170218,1.0,171,221,0.006988,0.0,34803.553
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,short_sorted_vector,0,62.120827,1.537597,1.0,349,449,0.00687,0.0,34016.796
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,short_sorted_vector,1,69.780549,1.570097,1.0,341,441,0.005167,0.0,34289.79
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,short_sorted_vector,2,63.03197,1.301979,1.0,340,440,0.007635,0.0,30330.98
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,short_sorted_vector,3,64.270438,1.650172,1.0,328,428,0.004912,0.0,32635.851
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,short_sorted_vector,4,63.146493,1.563717,1.0,360,460,0.006304,0.0,35412.466
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,hash_set,0,55.082254,1.18408,1.0,341,441,0.006673,0.0,30911.261
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,hash_set,1,57.523684,1.49657,1.0,349,449,0.006034,0.0,33832.988
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,hash_set,2,55.485222,0.993544,1.0,363,463,0.006576,0.0,32961.601
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,hash_set,3,54.894116,1.554599,1.0,343,443,0.00767,0.0,35266.561
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,hash_set,4,54.120667,1.331209,1.0,345,445,0.008225,0.0,34628.399
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,roaring_bitmap,0,50.239309,1.557086,1.0,351,451,0.007391,0.0,35137.648
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,roaring_bitmap,1,55.85982,1.310772,1.0,344,444,0.006554,0.0,32925.475
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,roaring_bitmap,2,46.743842,1.447217,1.0,353,453,0.009056,0.0,32594.586
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,roaring_bitmap,3,50.832383,1.310147,1.0,343,443,0.009098,0.0,33057.469
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,roaring_bitmap,4,46.867556,1.230359,1.0,346,446,0.006928,0.0,31664.888
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,role_bitset,0,38.069216,0.760852,1.0,345,445,0.009811,0.0,32011.902
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,role_bitset,1,31.975225,0.641626,1.0,343,443,0.008565,0.0,33502.923
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,role_bitset,2,42.930297,1.213541,1.0,352,452,0.008511,0.0,31510.803
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,role_bitset,3,41.245896,1.104591,1.0,362,462,0.008944,0.0,33159.576
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,role_bitset,4,43.684413,1.169788,1.0,352,452,0.004767,0.0,33843.995
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,effective_view_id,0,29.353788,0.733423,1.0,336,436,0.007898,0.0,31881.373
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,effective_view_id,1,35.941739,0.903025,1.0,338,438,0.005394,0.0,32044.49
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,effective_view_id,2,35.520005,0.729807,1.0,349,449,0.007295,0.0,31051.387
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,effective_view_id,3,32.925366,0.846664,1.0,340,440,0.009039,0.0,34826.966
MS-MARCO-RBAC,8000000,8000000,0.1,10000,100,effective_view_id,4,37.674027,1.014118,1.0,342,442,0.007119,0.0,32909.181
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,short_sorted_vector,0,62.30872,1.535058,1.0,1810,2310,0.006709,0.0,33184.661
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,short_sorted_vector,1,63.164008,1.476951,1.0,1869,2369,0.007688,0.0,33418.729
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,short_sorted_vector,2,68.445563,1.561421,1.0,1762,2262,0.006759,0.0,33514.704
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,short_sorted_vector,3,63.743087,1.135161,1.0,1794,2294,0.005933,0.0,33253.319
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,short_sorted_vector,4,69.573017,1.167098,1.0,1744,2244,0.006456,0.0,31765.076
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,hash_set,0,57.269416,1.435194,1.0,1817,2317,0.004585,0.0,35481.654
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,hash_set,1,51.712396,1.467439,1.0,1736,2236,0.00635,0.0,33862.997
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,hash_set,2,59.928292,0.837147,1.0,1786,2286,0.006977,0.0,32987.594
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,hash_set,3,51.125151,0.963981,1.0,1720,2220,0.008258,0.0,33704.735
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,hash_set,4,51.75202,1.150758,1.0,1782,2282,0.005781,0.0,32345.037
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,roaring_bitmap,0,52.121135,1.29553,1.0,1696,2196,0.009554,0.0,33317.601
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,roaring_bitmap,1,50.576451,1.088397,1.0,1785,2285,0.005862,0.0,31539.247
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,roaring_bitmap,2,52.519074,1.46087,1.0,1696,2196,0.00684,0.0,33708.035
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,roaring_bitmap,3,45.343531,1.39662,1.0,1767,2267,0.007365,0.0,30340.217
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,roaring_bitmap,4,42.708407,1.509168,1.0,1827,2327,0.006702,0.0,31274.412
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,role_bitset,0,38.459895,1.245719,1.0,1781,2281,0.007116,0.0,34004.603
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,role_bitset,1,44.609781,1.093544,1.0,1718,2218,0.008253,0.0,34081.658
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,role_bitset,2,42.283697,0.879124,1.0,1774,2274,0.007328,0.0,32711.972
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,role_bitset,3,32.535716,1.195938,1.0,1743,2243,0.008079,0.0,34323.067
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,role_bitset,4,41.015431,1.140627,1.0,1794,2294,0.008869,0.0,31399.099
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,effective_view_id,0,35.745949,1.060802,1.0,1704,2204,0.006889,0.0,33959.71
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,effective_view_id,1,34.969503,1.055075,1.0,1757,2257,0.004989,0.0,33822.962
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,effective_view_id,2,34.889621,0.830606,1.0,1746,2246,0.009071,0.0,33258.396
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,effective_view_id,3,35.458541,1.015954,1.0,1729,2229,0.005483,0.0,30995.344
MS-MARCO-RBAC,8000000,8000000,0.1,10000,500,effective_view_id,4,38.929402,0.874798,1.0,1782,2282,0.004196,0.0,34138.069
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,short_sorted_vector,0,65.522192,1.175212,1.0,35,45,0.00619,0.0,32914.203
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,short_sorted_vector,1,62.256927,1.826503,1.0,34,44,0.007969,0.0,33760.27
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,short_sorted_vector,2,65.209081,1.395544,1.0,34,44,0.010456,0.0,31600.637
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,short_sorted_vector,3,65.246619,1.859844,1.0,36,46,0.00624,0.0,36607.053
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,short_sorted_vector,4,69.711541,1.552119,1.0,34,44,0.007361,0.0,32611.716
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,hash_set,0,55.205361,1.2291,1.0,33,43,0.00705,0.0,31854.931
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,hash_set,1,53.728224,1.415513,1.0,35,45,0.00598,0.0,34438.825
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,hash_set,2,55.373501,1.174423,1.0,35,45,0.004843,0.0,33852.845
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,hash_set,3,57.170815,1.23494,1.0,34,44,0.007326,0.0,33314.151
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,hash_set,4,54.953143,1.210778,1.0,35,45,0.007781,0.0,34060.379
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,roaring_bitmap,0,49.553591,1.240866,1.0,36,46,0.004039,0.0,34337.164
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,roaring_bitmap,1,46.587167,1.345942,1.0,35,45,0.007962,0.0,31400.628
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,roaring_bitmap,2,48.210285,1.615508,1.0,35,45,0.007217,0.0,33398.512
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,roaring_bitmap,3,48.832727,1.15004,1.0,34,44,0.006909,0.0,33462.987
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,roaring_bitmap,4,46.193958,1.542753,1.0,35,45,0.006633,0.0,33373.544
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,role_bitset,0,38.870992,1.174314,1.0,33,43,0.00569,0.0,32739.191
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,role_bitset,1,36.741358,1.159438,1.0,35,45,0.008844,0.0,33522.976
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,role_bitset,2,37.924147,1.175118,1.0,34,44,0.007743,0.0,34337.598
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,role_bitset,3,40.942227,0.68675,1.0,34,44,0.007043,0.0,32772.108
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,role_bitset,4,41.09655,0.997786,1.0,36,46,0.007744,0.0,34518.72
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,effective_view_id,0,35.307622,1.507265,1.0,35,45,0.005385,0.0,33244.207
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,effective_view_id,1,33.108802,0.755559,1.0,34,44,0.007425,0.0,33529.804
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,effective_view_id,2,43.849672,1.142419,1.0,34,44,0.008245,0.0,33674.95
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,effective_view_id,3,33.575388,0.919265,1.0,34,44,0.006109,0.0,34873.862
MS-MARCO-RBAC,8000000,8000000,0.1,100000,10,effective_view_id,4,36.319654,1.025309,1.0,35,45,0.006594,0.0,31155.251
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,short_sorted_vector,0,61.722772,1.695758,1.0,167,217,0.004874,0.0,33617.052
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,short_sorted_vector,1,67.076161,1.46798,1.0,175,225,0.006744,0.0,34622.351
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,short_sorted_vector,2,65.354083,1.224606,1.0,176,226,0.004703,0.0,33952.27
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,short_sorted_vector,3,63.348465,1.159811,1.0,182,232,0.005672,0.0,35068.355
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,short_sorted_vector,4,66.04353,1.372659,1.0,168,218,0.007371,0.0,31068.549
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,hash_set,0,53.022148,1.307075,1.0,175,225,0.008102,0.0,31473.916
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,hash_set,1,58.621765,1.270096,1.0,179,229,0.005424,0.0,32998.514
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,hash_set,2,55.551582,1.58286,1.0,170,220,0.00472,0.0,32602.171
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,hash_set,3,56.359603,0.896698,1.0,174,224,0.005589,0.0,33988.669
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,hash_set,4,49.909384,1.225044,1.0,169,219,0.009448,0.0,33582.605
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,roaring_bitmap,0,48.312772,1.228763,1.0,171,221,0.005696,0.0,34230.551
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,roaring_bitmap,1,54.850528,1.172215,1.0,176,226,0.009198,0.0,33224.025
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,roaring_bitmap,2,51.223039,1.126886,1.0,171,221,0.008654,0.0,31210.414
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,roaring_bitmap,3,48.043319,0.928252,1.0,180,230,0.006806,0.0,33399.201
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,roaring_bitmap,4,54.955528,1.650466,1.0,176,226,0.00602,0.0,31636.789
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,role_bitset,0,46.896226,1.183727,1.0,181,231,0.005815,0.0,32372.398
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,role_bitset,1,47.19168,0.979494,1.0,172,222,0.007493,0.0,32223.481
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,role_bitset,2,39.560053,0.63784,1.0,177,227,0.004989,0.0,35253.467
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,role_bitset,3,35.508045,1.113962,1.0,186,236,0.008635,0.0,33253.805
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,role_bitset,4,39.68744,1.009705,1.0,169,219,0.005161,0.0,34136.191
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,effective_view_id,0,35.140141,0.954145,1.0,185,235,0.007915,0.0,32647.847
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,effective_view_id,1,34.097996,1.022538,1.0,171,221,0.008657,0.0,33540.379
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,effective_view_id,2,35.602353,1.144936,1.0,173,223,0.008904,0.0,33232.514
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,effective_view_id,3,37.709926,1.271344,1.0,174,224,0.004177,0.0,35875.988
MS-MARCO-RBAC,8000000,8000000,0.1,100000,50,effective_view_id,4,35.735339,1.376181,1.0,183,233,0.007094,0.0,33236.87
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,short_sorted_vector,0,63.784919,1.499585,1.0,337,437,0.006805,0.0,34210.5
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,short_sorted_vector,1,61.319657,1.477081,1.0,346,446,0.005601,0.0,30908.275
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,short_sorted_vector,2,65.502478,1.745084,1.0,357,457,0.007075,0.0,33927.656
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,short_sorted_vector,3,64.085775,1.469186,1.0,357,457,0.007949,0.0,32784.904
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,short_sorted_vector,4,65.595212,1.596275,1.0,357,457,0.006867,0.0,32575.503
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,hash_set,0,46.527724,1.340375,1.0,361,461,0.009551,0.0,34245.769
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,hash_set,1,52.025362,1.381675,1.0,346,446,0.009465,0.0,32808.664
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,hash_set,2,50.040073,1.163973,1.0,340,440,0.00743,0.0,32569.457
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,hash_set,3,53.458752,1.462854,1.0,346,446,0.008639,0.0,33920.518
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,hash_set,4,58.861853,1.161861,1.0,346,446,0.00781,0.0,33389.953
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,roaring_bitmap,0,48.325022,1.100833,1.0,331,431,0.00668,0.0,32731.824
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,roaring_bitmap,1,41.967376,1.274961,1.0,348,448,0.008024,0.0,32316.559
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,roaring_bitmap,2,51.077771,1.363378,1.0,363,463,0.00533,0.0,34883.778
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,roaring_bitmap,3,43.851384,1.144459,1.0,348,448,0.006368,0.0,32185.271
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,roaring_bitmap,4,50.304892,1.102712,1.0,340,440,0.005876,0.0,32791.418
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,role_bitset,0,33.331065,1.378612,1.0,339,439,0.00685,0.0,33973.621
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,role_bitset,1,38.484082,1.159499,1.0,346,446,0.006494,0.0,33926.42
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,role_bitset,2,39.215755,1.205539,1.0,340,440,0.006117,0.0,31567.558
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,role_bitset,3,44.830262,0.823832,1.0,367,467,0.010476,0.0,32431.448
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,role_bitset,4,42.261828,1.097489,1.0,347,447,0.008595,0.0,33873.038
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,effective_view_id,0,34.49289,1.272364,1.0,346,446,0.002878,0.0,34531.501
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,effective_view_id,1,37.287835,1.149752,1.0,347,447,0.008439,0.0,34997.168
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,effective_view_id,2,30.129148,1.04085,1.0,339,439,0.00667,0.0,32247.165
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,effective_view_id,3,37.062204,1.009215,1.0,363,463,0.006029,0.0,36728.63
MS-MARCO-RBAC,8000000,8000000,0.1,100000,100,effective_view_id,4,40.623774,1.3314,1.0,377,477,0.005347,0.0,33373.29
MS-MARCO-RBAC,8000000,8000000,0.1,100000,500,short_sorted_vector,0,64.095656,1.562632,1.0,1670,2170,0.008387,0.0,34975.168
