dataset,N,N_indexed,index_type,authorized_set_id,comparison,seed_i,seed_j,drift10,recall_exact_i,recall_exact_j
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,2,6,0.004332,0.97805,0.978649
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,2,7,0.005496,0.974716,0.977283
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,2,8,0.004302,0.976761,0.974163
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,2,9,0.003797,0.976995,0.978635
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,4,0.003634,0.978494,0.976613
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,5,0.001616,0.98063,0.980724
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,6,0.003719,0.978394,0.978293
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,7,0.0005,0.97962,0.978199
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,8,0.005198,0.977033,0.979685
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,3,9,0.005513,0.982059,0.97945
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,4,5,0.006623,0.977859,0.977084
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,4,6,0.003055,0.97897,0.980031
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,4,7,0.005919,0.979403,0.978335
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,4,8,0.006756,0.974706,0.975989
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,4,9,0.003145,0.979839,0.980087
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,5,6,0.004248,0.976596,0.981958
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,5,7,0.005401,0.978369,0.975226
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,5,8,0.001829,0.973136,0.976263
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,5,9,0.00578,0.976429,0.979464
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,6,7,0.004046,0.97201,0.977531
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,6,8,0.00508,0.97437,0.970073
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,6,9,0.005085,0.98256,0.974769
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,7,8,0.002788,0.975741,0.975493
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,7,9,0.008253,0.97936,0.97793
MS-MARCO-RBAC,8000000,8000000,DiskANN/Vamana,4,oracle_different_seed,8,9,0.005203,0.978016,0.975876
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,0,0,0.0,0.986183,0.985614
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,1,1,0.0,0.986873,0.98518
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,2,2,0.0,0.987195,0.986532
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,3,3,0.0,0.985127,0.987689
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,4,4,0.0,0.98427,0.986356
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,5,5,0.0,0.985552,0.986528
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,6,6,0.0,0.984799,0.986873
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,7,7,0.0,0.984993,0.987562
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,8,8,0.0,0.982404,0.986075
SIFT1M,1000000,1000000,HNSW,0,oracle_same_seed_rerun,9,9,0.0,0.988028,0.987076
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,1,0.006518,0.988511,0.983492
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,2,0.005383,0.982164,0.987186
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,3,0.003723,0.98734,0.983253
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,4,0.001484,0.986319,0.986952
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,5,0.004,0.985782,0.986138
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,6,0.004073,0.990146,0.987113
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,7,0.007502,0.982777,0.986364
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,8,0.00626,0.985315,0.987022
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,0,9,0.005442,0.983362,0.987205
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,2,0.005102,0.985798,0.987079
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,3,0.006392,0.984357,0.986326
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,4,0.000993,0.984527,0.984086
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,5,0.00447,0.98485,0.982875
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,6,0.003732,0.986534,0.987238
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,7,0.003598,0.984199,0.984945
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,8,0.003475,0.984482,0.979915
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,1,9,0.004759,0.990629,0.984157
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,3,0.005006,0.98627,0.988496
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,4,0.000523,0.987548,0.986264
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,5,0.001882,0.985397,0.986653
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,6,0.004459,0.982922,0.986687
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,7,0.006194,0.984734,0.98725
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,8,0.002657,0.984699,0.987007
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,2,9,0.006691,0.985295,0.985365
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,4,0.0005,0.985231,0.982292
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,5,0.002951,0.986558,0.984531
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,6,0.001041,0.987487,0.988584
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,7,0.00614,0.986103,0.989857
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,8,0.004471,0.985377,0.988127
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,3,9,0.003524,0.987123,0.98715
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,4,5,0.004866,0.984622,0.987424
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,4,6,0.001383,0.988404,0.988927
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,4,7,0.001413,0.986214,0.985695
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,4,8,0.006514,0.983163,0.988158
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,4,9,0.006213,0.984313,0.984678
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,5,6,0.00713,0.987395,0.985809
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,5,7,0.006726,0.988105,0.986009
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,5,8,0.002714,0.984018,0.986145
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,5,9,0.008191,0.988289,0.984186
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,6,7,0.006144,0.987677,0.986273
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,6,8,0.005395,0.985985,0.984148
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,6,9,0.005762,0.98345,0.987629
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,7,8,0.005503,0.988256,0.984795
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,7,9,0.004752,0.98392,0.984411
SIFT1M,1000000,1000000,HNSW,0,oracle_different_seed,8,9,0.005723,0.985586,0.985048
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,0,0,0.0,0.984878,0.985955
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,1,1,0.0,0.987406,0.986621
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,2,2,0.0,0.987791,0.988274
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,3,3,0.0,0.986752,0.983031
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,4,4,0.0,0.987008,0.986907
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,5,5,0.0,0.987783,0.985852
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,6,6,0.0,0.986174,0.982396
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,7,7,0.0,0.988202,0.987075
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,8,8,0.0,0.984603,0.986441
SIFT1M,1000000,1000000,HNSW,1,oracle_same_seed_rerun,9,9,0.0,0.988343,0.987337
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,1,0.0057,0.982814,0.987656
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,2,0.002402,0.986896,0.989211
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,3,0.001295,0.986967,0.986432
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,4,0.004756,0.985533,0.984878
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,5,0.004076,0.987969,0.985473
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,6,0.002744,0.986098,0.98629
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,7,0.003661,0.985708,0.980863
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,8,0.008442,0.988412,0.984231
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,0,9,0.006082,0.983492,0.983633
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,2,0.003041,0.984764,0.987529
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,3,0.005572,0.98746,0.98632
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,4,0.006534,0.985646,0.983973
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,5,0.006105,0.983779,0.985159
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,6,0.002293,0.985052,0.989193
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,7,0.005995,0.987124,0.984568
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,8,0.003971,0.989863,0.983637
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,1,9,0.005778,0.988842,0.983112
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,3,0.009257,0.985597,0.989097
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,4,0.001944,0.985056,0.98344
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,5,0.002225,0.982252,0.986496
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,6,0.005754,0.98592,0.985495
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,7,0.00347,0.9883,0.986062
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,8,0.004317,0.988802,0.988095
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,2,9,0.003377,0.985016,0.988237
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,4,0.005736,0.988767,0.98826
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,5,0.004796,0.983711,0.984467
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,6,0.007448,0.985271,0.984656
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,7,0.001978,0.984027,0.982344
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,8,0.001501,0.984357,0.985975
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,3,9,0.006468,0.986415,0.982034
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,4,5,0.002521,0.988651,0.988878
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,4,6,0.003511,0.986689,0.985517
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,4,7,0.003985,0.988131,0.984458
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,4,8,0.006338,0.98684,0.984757
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,4,9,0.003678,0.988354,0.992
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,5,6,0.007652,0.984948,0.987773
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,5,7,0.001642,0.984224,0.987618
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,5,8,0.004666,0.986438,0.984233
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,5,9,0.004951,0.983015,0.99051
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,6,7,0.004269,0.984746,0.987742
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,6,8,0.000541,0.986404,0.98564
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,6,9,0.0005,0.98371,0.989189
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,7,8,0.004903,0.983893,0.987974
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,7,9,0.004911,0.986723,0.985188
SIFT1M,1000000,1000000,HNSW,1,oracle_different_seed,8,9,0.004117,0.985425,0.987279
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,0,0,0.0,0.98456,0.986314
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,1,1,0.0,0.986105,0.986249
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,2,2,0.0,0.987764,0.988394
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,3,3,0.0,0.98701,0.986577
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,4,4,0.0,0.98566,0.987601
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,5,5,0.0,0.986413,0.985107
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,6,6,0.0,0.983094,0.9866
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,7,7,0.0,0.987571,0.986717
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,8,8,0.0,0.985006,0.986446
SIFT1M,1000000,1000000,HNSW,2,oracle_same_seed_rerun,9,9,0.0,0.986866,0.986519
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,1,0.004365,0.983805,0.98588
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,2,0.00554,0.983016,0.983473
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,3,0.004326,0.987788,0.987097
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,4,0.003995,0.988407,0.986806
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,5,0.004265,0.980731,0.987713
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,6,0.001804,0.987369,0.985788
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,7,0.004492,0.988008,0.983399
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,8,0.005888,0.98811,0.987109
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,0,9,0.002551,0.982064,0.984165
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,2,0.004873,0.984356,0.987487
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,3,0.004009,0.987408,0.984968
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,4,0.006398,0.985928,0.988938
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,5,0.00499,0.987028,0.988876
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,6,0.008468,0.988778,0.988573
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,7,0.0005,0.986062,0.985493
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,8,0.006191,0.986523,0.982695
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,1,9,0.005267,0.982614,0.986359
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,3,0.007002,0.982877,0.984185
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,4,0.001998,0.987868,0.985367
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,5,0.009339,0.986873,0.986472
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,6,0.008886,0.988435,0.98384
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,7,0.003112,0.986652,0.987128
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,8,0.003875,0.987622,0.984516
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,2,9,0.007432,0.983845,0.989567
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,4,0.002527,0.984621,0.986277
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,5,0.006249,0.985358,0.985562
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,6,0.001695,0.989318,0.982871
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,7,0.003805,0.985746,0.985235
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,8,0.005999,0.989013,0.985914
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,3,9,0.003067,0.987696,0.984452
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,4,5,0.002842,0.984356,0.980187
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,4,6,0.003074,0.985897,0.987756
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,4,7,0.007928,0.987594,0.982408
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,4,8,0.003275,0.98782,0.983193
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,4,9,0.004921,0.986879,0.987479
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,5,6,0.002603,0.986621,0.982953
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,5,7,0.0005,0.98609,0.988684
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,5,8,0.004847,0.982957,0.985184
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,5,9,0.004707,0.983334,0.986079
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,6,7,0.004783,0.986666,0.986131
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,6,8,0.006566,0.985638,0.986016
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,6,9,0.005486,0.987672,0.984273
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,7,8,0.0005,0.989882,0.982179
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,7,9,0.002434,0.985469,0.985911
SIFT1M,1000000,1000000,HNSW,2,oracle_different_seed,8,9,0.007683,0.990543,0.986757
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,0,0,0.0,0.9857,0.985363
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,1,1,0.0,0.985025,0.983294
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,2,2,0.0,0.984049,0.984433
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,3,3,0.0,0.986991,0.985516
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,4,4,0.0,0.984945,0.983876
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,5,5,0.0,0.986163,0.987827
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,6,6,0.0,0.985581,0.985263
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,7,7,0.0,0.986921,0.987394
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,8,8,0.0,0.986048,0.984757
SIFT1M,1000000,1000000,HNSW,3,oracle_same_seed_rerun,9,9,0.0,0.985047,0.983797
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,1,0.006373,0.98948,0.985695
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,2,0.006977,0.984713,0.986533
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,3,0.007022,0.987758,0.983786
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,4,0.003722,0.987051,0.98599
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,5,0.001826,0.986854,0.981949
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,6,0.004399,0.987064,0.985679
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,7,0.003249,0.98809,0.987097
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,8,0.007155,0.98716,0.986342
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,0,9,0.007081,0.988255,0.986124
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,2,0.005877,0.988426,0.984917
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,3,0.005488,0.990668,0.985868
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,4,0.003268,0.982733,0.986036
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,5,0.001405,0.985282,0.986867
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,6,0.007532,0.98608,0.986011
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,7,0.003722,0.986622,0.988147
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,8,0.001271,0.982469,0.989264
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,1,9,0.005847,0.984917,0.984838
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,3,0.004794,0.988859,0.986516
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,4,0.003692,0.983287,0.986754
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,5,0.0005,0.982541,0.983467
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,6,0.0005,0.982663,0.985644
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,7,0.001229,0.984209,0.986651
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,8,0.004805,0.984432,0.987353
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,2,9,0.004688,0.989119,0.985501
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,4,0.002991,0.984917,0.986097
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,5,0.004324,0.984596,0.984448
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,6,0.003327,0.986468,0.986417
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,7,0.002258,0.987047,0.984551
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,8,0.00475,0.986996,0.982876
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,3,9,0.003108,0.986562,0.987617
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,4,5,0.00209,0.986727,0.987421
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,4,6,0.00464,0.986199,0.98865
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,4,7,0.002347,0.986321,0.984379
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,4,8,0.002981,0.98502,0.987319
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,4,9,0.00346,0.988499,0.984592
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,5,6,0.004146,0.99143,0.987079
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,5,7,0.004725,0.988721,0.988177
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,5,8,0.0005,0.987757,0.986373
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,5,9,0.008376,0.986202,0.986439
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,6,7,0.003425,0.984322,0.982737
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,6,8,0.003532,0.986317,0.985089
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,6,9,0.004752,0.982338,0.985596
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,7,8,0.001032,0.988822,0.985296
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,7,9,0.005288,0.986272,0.98652
SIFT1M,1000000,1000000,HNSW,3,oracle_different_seed,8,9,0.003807,0.988179,0.987584
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,0,0,0.0,0.985105,0.98911
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,1,1,0.0,0.986894,0.983203
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,2,2,0.0,0.986285,0.986085
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,3,3,0.0,0.987064,0.984617
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,4,4,0.0,0.988148,0.984675
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,5,5,0.0,0.987743,0.985471
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,6,6,0.0,0.984803,0.985186
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,7,7,0.0,0.987544,0.984859
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,8,8,0.0,0.98543,0.986125
SIFT1M,1000000,1000000,HNSW,4,oracle_same_seed_rerun,9,9,0.0,0.98783,0.986107
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,1,0.005856,0.986839,0.985488
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,2,0.005641,0.986844,0.983021
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,3,0.00256,0.984007,0.988066
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,4,0.004707,0.984268,0.986374
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,5,0.006545,0.985962,0.984688
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,6,0.003663,0.984553,0.983992
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,7,0.004365,0.9835,0.985482
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,8,0.001046,0.987918,0.983844
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,0,9,0.002322,0.982345,0.98915
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,1,2,0.007014,0.986965,0.986033
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,1,3,0.002539,0.986417,0.982393
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,1,4,0.009677,0.982633,0.983144
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,1,5,0.004691,0.988247,0.985587
SIFT1M,1000000,1000000,HNSW,4,oracle_different_seed,1,6,0.000671,0.984785,0.987939
