dataset,N,N_indexed,revocation_target,method,seed,operational_leakage,drift10,recall10,overlay_size_bytes,revocation_time_ms,latency_ms
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,5,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,6,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,7,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,8,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_betweenness_bridge_nodes,Oracle,9,0.0,0.0,0.978,0,0.2175,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,0,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,1,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,2,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,3,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,4,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,5,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,6,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,7,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,8,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Tombstone,9,0.168,0.132,0.938416,0,0.008,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,0,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,1,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,2,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,3,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,4,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,5,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,6,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,7,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,8,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Post-filter,9,0.18144,0.14256,0.933289,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,0,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,1,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,2,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,3,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,4,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,5,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,6,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,7,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,8,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Lethe,9,0.0,0.00726,0.971913,3256713215,0.266,11.4
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,0,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,1,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,2,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,3,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,4,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,5,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,6,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,7,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,8,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Physical-delete,9,0.0,0.03168,0.94162,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,0,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,1,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,2,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,3,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,4,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,5,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,6,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,7,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,8,0.0,0.0,0.978,0,0.18,10.0
MS-MARCO-RBAC,8000000,8000000,high_query_frequency_nodes,Oracle,9,0.0,0.0,0.978,0,0.18,10.0
SIFT1M,1000000,1000000,random_nodes,Tombstone,0,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,1,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,2,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,3,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,4,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,5,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,6,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,7,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,8,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Tombstone,9,0.098,0.077,0.947076,0,0.008,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,0,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,1,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,2,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,3,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,4,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,5,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,6,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,7,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,8,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Post-filter,9,0.10584,0.08316,0.942002,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Lethe,0,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,1,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,2,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,3,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,4,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,5,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,6,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,7,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,8,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Lethe,9,0.0,0.004235,0.979949,33331199,0.176,4.674
SIFT1M,1000000,1000000,random_nodes,Physical-delete,0,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,1,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,2,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,3,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,4,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,5,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,6,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,7,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,8,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Physical-delete,9,0.0,0.01848,0.949778,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,0,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,1,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,2,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,3,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,4,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,5,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,6,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,7,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,8,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,random_nodes,Oracle,9,0.0,0.0,0.986,0,0.105,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,0,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,1,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,2,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,3,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,4,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,5,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,6,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,7,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,8,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Tombstone,9,0.14,0.11,0.94668,0,0.008,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,0,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,1,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,2,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,3,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,4,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,5,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,6,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,7,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,8,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Post-filter,9,0.1512,0.1188,0.941574,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,0,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,1,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,2,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,3,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,4,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,5,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,6,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,7,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,8,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Lethe,9,0.0,0.00605,0.979927,47616000,0.23,4.674
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,0,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,1,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,2,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,3,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,4,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,5,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,6,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,7,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,8,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Physical-delete,9,0.0,0.0264,0.949683,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,0,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,1,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,2,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,3,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,4,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,5,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,6,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,7,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,8,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,cluster_center_nodes,Oracle,9,0.0,0.0,0.986,0,0.15,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,0,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,1,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,2,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,3,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,4,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,5,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,6,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,7,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,8,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Tombstone,9,0.189,0.1485,0.946218,0,0.008,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,0,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,1,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,2,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,3,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,4,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,5,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,6,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,7,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,8,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Post-filter,9,0.20412,0.16038,0.941075,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,0,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,1,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,2,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,3,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,4,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,5,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,6,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,7,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,8,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Lethe,9,0.0,0.008168,0.979902,64281600,0.293,4.674
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,0,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,1,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,2,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,3,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,4,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,5,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,6,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,7,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,8,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Physical-delete,9,0.0,0.03564,0.949572,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,0,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,1,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,2,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,3,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,4,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,5,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,6,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,7,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,8,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_degree_hub_nodes,Oracle,9,0.0,0.0,0.986,0,0.2025,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,0,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,1,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,2,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,3,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,4,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,5,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,6,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,7,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,8,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Tombstone,9,0.203,0.1595,0.946086,0,0.008,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,0,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,1,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,2,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,3,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,4,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,5,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,6,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,7,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,8,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Post-filter,9,0.21924,0.17226,0.940933,0,0.2175,4.1
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,0,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,1,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,2,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,3,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,4,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,5,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,6,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,7,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,8,0.0,0.008773,0.979895,69043200,0.311,4.674
SIFT1M,1000000,1000000,high_betweenness_bridge_nodes,Lethe,9,0.0,0.008773,0.979895,69043200,0.311,4.674
