dataset,N,N_indexed,method,pattern,frac,seed,visited_total,visited_revoked,expanded_total,expanded_revoked,distance_eval_total,distance_eval_revoked,frontier_insert_total,frontier_insert_revoked,routing_trace_leakage,revoked_distance_eval_rate,revoked_expansion_rate,revoked_frontier_insert_rate
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.4,5,122151,21522,13628,2053,75856,7202,34781,4511,0.14320499,0.09494305,0.15064573,0.12969725
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.4,6,120507,21528,14171,1886,73972,6707,34709,4094,0.14059476,0.09066944,0.1330887,0.11795212
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.4,7,116171,20836,16488,1909,73064,6811,37523,4156,0.13859221,0.09321964,0.11578117,0.11075873
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.4,8,120736,20933,13450,1953,74750,7140,34229,4372,0.1414595,0.09551839,0.14520446,0.12772795
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.4,9,119041,20404,13842,2027,72339,7180,34272,4162,0.14101815,0.0992549,0.14643838,0.12144024
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,0,116275,20553,14287,1754,71381,6346,34454,3972,0.13800937,0.08890321,0.12276895,0.11528415
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,1,117819,20367,15121,1772,74613,5720,37023,3720,0.12911733,0.07666224,0.11718802,0.10047808
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,2,110708,19823,12919,1621,70337,6243,33374,3911,0.13899128,0.08875841,0.12547411,0.11718703
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,3,110884,20025,14974,1611,69915,6476,34590,3984,0.13932793,0.09262676,0.10758648,0.1151778
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,4,110188,20466,14955,1737,71254,6347,35433,3929,0.14009835,0.0890757,0.11614845,0.11088533
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,5,120436,20775,14993,1646,76474,5826,37530,3526,0.1273809,0.07618275,0.10978457,0.09395151
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,6,111041,19825,14339,1576,70516,5585,33365,3507,0.13300561,0.07920188,0.10991004,0.10511015
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,7,115835,20962,15679,1930,71749,7136,37564,4415,0.14301968,0.09945783,0.12309459,0.11753274
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,8,117864,20404,13818,1473,73422,5669,34166,3480,0.12966941,0.07721119,0.10660009,0.10185565
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.4,9,108972,19316,12915,1380,64221,5416,32020,3188,0.1343248,0.08433378,0.1068525,0.09956277
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,0,104816,18584,13015,2976,64239,11171,31530,6782,0.18498596,0.17389748,0.22865924,0.21509673
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,1,114600,20452,14555,3471,71246,11738,34847,7561,0.18372951,0.16475311,0.23847475,0.21697707
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,2,109758,19144,12050,2851,63133,10823,30613,6568,0.18271988,0.17143174,0.23659751,0.21454937
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,3,110595,19467,13165,3329,67559,11934,31973,6986,0.18682264,0.1766456,0.25286745,0.21849686
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,4,115767,19536,13851,3531,74346,11821,36091,7800,0.17782591,0.15899981,0.25492744,0.21612036
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,5,111324,19202,12076,3188,66800,10838,32701,6767,0.17942943,0.16224551,0.2639947,0.20693557
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,6,118152,20371,14565,3654,71989,11990,35698,7282,0.180101,0.16655322,0.25087539,0.20398902
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,7,111341,19296,14639,3194,69473,12092,35026,7558,0.18283661,0.17405323,0.2181843,0.21578256
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,8,113765,20035,13243,3279,69043,12068,32383,7274,0.18673227,0.17478962,0.24760251,0.22462403
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.4,9,108334,19564,13022,3032,71534,11194,34315,7072,0.17984639,0.15648503,0.23283674,0.20609063
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,0,110706,0,13136,0,66739,0,33075,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,1,115138,0,14054,0,69861,0,34361,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,2,125004,0,15317,0,80166,0,37097,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,3,109335,0,12955,0,67068,0,32498,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,4,119021,0,16291,0,77383,0,38618,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,5,117768,0,14564,0,74231,0,34667,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,6,110871,0,14099,0,69135,0,32803,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,7,114610,0,14338,0,70903,0,35484,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,8,107537,0,12198,0,63179,0,30988,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.4,9,118872,0,13105,0,74278,0,34902,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,0,114251,29557,13965,5816,69266,23331,34865,13660,0.31144796,0.33683192,0.41646975,0.39179693
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,1,116067,28074,14604,6730,76549,24638,35966,14236,0.30296974,0.3218592,0.46083265,0.39581827
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,2,115455,28380,15260,6672,73671,24190,37611,14564,0.30498725,0.32835173,0.43722149,0.38722714
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,3,112654,25975,13928,6470,72551,22149,33644,14817,0.29818668,0.30528869,0.46453188,0.44040542
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,4,121212,27577,14379,6320,73178,22958,36620,15413,0.29450383,0.31372817,0.43952987,0.42089022
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,5,119126,28986,14615,6516,74887,24257,36906,14610,0.30288677,0.3239147,0.44584331,0.39587059
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,6,116981,26516,14753,6374,71608,23295,36194,14521,0.29517901,0.32531281,0.43204772,0.40119909
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,7,113249,25348,11693,5820,66280,20845,29077,12718,0.29383247,0.31449909,0.49773369,0.43739038
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,8,113922,25786,12114,6021,68493,21873,31003,12902,0.29522196,0.3193465,0.49702823,0.41615328
MS-MARCO-RBAC,8000000,8000000,Tombstone,bridge,0.5,9,106643,25995,12521,5446,65903,21822,30993,12849,0.30598908,0.33112301,0.43494929,0.41457749
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,0,114091,24738,11941,6399,70051,21310,31410,13643,0.29051443,0.30420693,0.53588477,0.43435212
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,1,116065,28796,13691,6290,73531,24494,34913,13276,0.30586062,0.3331112,0.4594259,0.3802595
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,2,103071,22761,11582,5805,61759,19772,28145,12080,0.29536022,0.32014767,0.50120877,0.4292059
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,3,118998,27179,13056,6714,72694,22137,33489,14310,0.29525221,0.30452307,0.51424632,0.42730449
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,4,119953,27178,13631,6697,68593,21498,32412,13538,0.29375205,0.31341391,0.49130658,0.41768481
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,5,114425,25701,14034,6188,71046,22891,34746,14265,0.29474794,0.3221997,0.44092917,0.41055085
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,6,117880,30058,14659,6136,77263,25514,37635,14710,0.30883821,0.33022275,0.41858244,0.39085957
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,7,112894,28945,13968,6422,76688,24480,36982,14864,0.31060732,0.31921552,0.45976518,0.40192526
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,8,109121,24810,13670,6184,68060,21664,33886,14190,0.29744991,0.31830738,0.45237747,0.41875701
MS-MARCO-RBAC,8000000,8000000,Post-filter,bridge,0.5,9,113571,26594,14381,6476,70603,22916,35122,14039,0.29966578,0.32457544,0.45031639,0.39972097
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,0,117790,24708,12960,0,73537,0,34404,0,0.10351459,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,1,114819,23520,13396,0,68555,0,34279,0,0.10179659,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,2,114645,24174,14378,0,71200,0,35799,0,0.10242266,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,3,116721,24577,13463,0,69544,0,31790,0,0.10615589,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,4,111594,23313,13621,0,69104,0,34594,0,0.10184218,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,5,120060,25639,14586,0,73003,0,35932,0,0.10525862,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,6,122031,25128,14727,0,76267,0,35829,0,0.10097487,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,7,122977,25241,14917,0,79692,0,38180,0,0.09868786,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,8,109022,22484,12260,0,69457,0,32217,0,0.10084501,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,bridge,0.5,9,120514,24528,14983,0,72519,0,36712,0,0.10022556,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,0,119335,24685,15777,0,74330,0,35783,0,0.10066266,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,1,106923,22718,12803,0,66455,0,32553,0,0.10386131,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,2,109040,22822,12882,0,71961,0,33068,0,0.10055915,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,3,112522,24265,12334,0,68457,0,32885,0,0.10727327,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,4,112151,23239,12834,0,67618,0,32843,0,0.10308012,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,5,113186,23641,12758,0,65799,0,31618,0,0.10584211,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,6,117582,24004,13981,0,72907,0,34603,0,0.10040448,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,7,118922,23829,13940,0,73499,0,36347,0,0.09817971,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,8,108746,22634,12635,0,65466,0,32398,0,0.10323611,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,bridge,0.5,9,117657,24173,13575,0,72957,0,35388,0,0.10089867,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,0,120693,28767,14578,6525,74562,24091,35246,14141,0.30000122,0.32310024,0.44759226,0.40120865
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,1,116258,27841,13361,6033,73384,23540,34242,14129,0.30155746,0.32077837,0.45153806,0.41262193
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,2,116432,25389,12239,5857,67655,21480,31780,13478,0.29023349,0.31749316,0.47855217,0.42410321
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,3,113348,26101,13255,6412,67939,21553,32741,13552,0.29750575,0.31724047,0.48374198,0.41391527
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,4,111609,24946,12102,5657,65788,21399,31444,13035,0.29436099,0.32527209,0.4674434,0.4145465
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,5,107519,23535,13062,6145,66723,21090,32019,13622,0.29359438,0.31608291,0.47044863,0.4254349
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,6,117565,28110,14466,6570,74596,23528,36352,14978,0.30120298,0.31540565,0.45416839,0.41202685
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,7,118956,27057,14787,6574,72731,23257,35442,14484,0.29502803,0.31976736,0.4445797,0.40866768
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,8,121488,29130,14700,6854,74226,23825,35509,14092,0.30050463,0.32097917,0.4662585,0.39685713
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,bridge,0.5,9,118472,28945,15182,6617,75473,24148,38384,15436,0.30360671,0.31995548,0.43584508,0.40214673
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,0,117316,0,12734,0,74404,0,34817,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,1,114213,0,13052,0,70539,0,31253,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,2,117408,0,13793,0,69315,0,34143,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,3,118294,0,13791,0,70992,0,35015,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,4,114876,0,13420,0,69073,0,32653,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,5,110355,0,13730,0,73016,0,33997,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,6,119562,0,14787,0,73333,0,34409,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,7,110453,0,13617,0,70347,0,34768,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,8,116259,0,14892,0,72477,0,35839,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,bridge,0.5,9,114348,0,12045,0,69214,0,31981,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,0,106667,23718,13404,2455,69601,8479,34883,5499,0.17880252,0.12182296,0.18315428,0.15764126
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,1,122355,26739,13699,2595,74533,9492,34050,6065,0.18350045,0.12735298,0.18942989,0.17812041
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,2,122273,27230,13737,2765,75519,8601,35281,5653,0.17928366,0.11389187,0.20128121,0.16022788
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,3,117565,26402,13829,2387,74198,8442,33187,5269,0.17798885,0.11377665,0.17260829,0.15876699
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,4,109664,24763,13349,2298,68075,7984,31348,5287,0.18131957,0.11728241,0.17214773,0.1686551
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,5,115732,25522,13492,2418,69359,9132,33719,5525,0.18336906,0.1316628,0.17921731,0.16385421
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,6,114307,24420,12875,2309,71462,9150,33571,5358,0.17758112,0.12804008,0.17933981,0.15960204
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,7,115802,25087,13883,2545,70356,9122,33834,5484,0.18060075,0.1296549,0.18331773,0.16208548
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,8,116852,26030,15088,2513,73540,8683,36172,5533,0.17694453,0.1180718,0.1665562,0.15296362
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,bridge,0.5,9,117587,26366,15066,2507,73370,8927,36342,5442,0.17841685,0.12167098,0.16640117,0.1497441
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,0,116531,0,15025,0,73223,0,37859,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,1,111924,0,13715,0,69496,0,31456,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,2,109954,0,12595,0,68761,0,32770,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,3,116177,0,14944,0,75060,0,36515,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,4,111011,0,12776,0,62176,0,29694,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,5,117653,0,14020,0,74480,0,37580,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,6,113156,0,14723,0,74507,0,34616,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,7,118041,0,14747,0,72051,0,35415,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,8,113031,0,12323,0,62269,0,28678,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,bridge,0.5,9,120356,0,16250,0,78536,0,38314,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,0,126590,28407,14848,2682,75675,8688,37374,5831,0.17921544,0.11480674,0.18063039,0.15601755
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,1,119989,26432,13619,2318,76139,8044,35599,4664,0.16897769,0.10564888,0.17020339,0.13101492
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,2,118835,25295,13343,2245,72493,8036,35356,4829,0.16833523,0.11085208,0.16825302,0.13658219
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,3,112455,24855,15572,2206,72111,8261,35503,4784,0.17019958,0.1145595,0.14166453,0.13474918
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,4,115868,25398,15383,2171,70264,8163,36683,4829,0.17028271,0.11617614,0.14112982,0.13164136
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,5,116397,25899,13343,1949,68460,7945,33215,4750,0.17519608,0.11605317,0.1460691,0.14300768
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,6,99355,21980,13316,1961,63466,6695,30835,4433,0.16943838,0.10548955,0.14726645,0.1437652
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,7,109598,24475,13303,2187,73173,7916,34623,4992,0.17152369,0.10818198,0.16439901,0.14418161
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,8,115703,25806,13309,1910,69872,7769,34449,4765,0.17250025,0.11118903,0.14351191,0.13832042
MS-MARCO-RBAC,8000000,8000000,ACORN,bridge,0.5,9,111594,25258,12245,2360,66450,7806,33099,4782,0.17998281,0.11747178,0.19273173,0.14447566
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,0,115926,25971,14877,2309,74439,7467,35442,4603,0.16764721,0.10031032,0.15520602,0.12987416
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,1,114178,24426,13039,1864,72847,6825,33596,4172,0.15957802,0.09368951,0.14295575,0.12418145
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,2,114184,25433,13962,2031,74219,7339,35855,4560,0.16523802,0.09888304,0.14546627,0.12717892
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,3,113986,25782,12989,1849,66388,6086,31619,4059,0.16790677,0.09167319,0.14235122,0.12837218
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,4,116983,26776,13778,2052,69781,6895,33166,4083,0.17032365,0.09880913,0.14893308,0.123108
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,5,113558,25188,13200,1901,68365,6759,32745,4189,0.16692559,0.09886638,0.14401515,0.12792793
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,6,113236,25506,13538,1866,71482,6696,33459,4139,0.1648879,0.09367393,0.13783424,0.12370364
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,7,116236,26001,12810,1602,71695,5507,32915,3447,0.1564565,0.07681149,0.12505855,0.10472429
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,8,118520,26617,14663,1827,72617,6504,36843,4132,0.16105966,0.0895658,0.12459933,0.11215156
MS-MARCO-RBAC,8000000,8000000,HoneyBee,bridge,0.5,9,120266,27188,12742,1915,71194,6501,32621,4011,0.16727683,0.09131387,0.15029038,0.1229576
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,0,114121,25538,13498,3876,68462,13211,34901,8070,0.21947598,0.19296836,0.28715365,0.23122547
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,1,109994,24397,12069,4003,72645,12898,33957,7725,0.21438786,0.17754835,0.3316762,0.22749359
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,2,113190,24582,13717,3590,66527,12648,34222,8527,0.21676125,0.1901183,0.26171903,0.2491672
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,3,112323,24496,12408,3021,67651,13898,31536,8096,0.22111219,0.20543673,0.24347195,0.25672248
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,4,123288,27596,14653,4213,78188,13538,36321,8781,0.21441077,0.17314677,0.28751791,0.24176096
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,5,121953,26573,14105,3637,76343,14414,35522,8919,0.21596625,0.18880578,0.25785183,0.25108384
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,6,117687,25680,14695,3577,72548,13686,34630,8245,0.21367507,0.18864752,0.24341613,0.23808836
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,7,113264,25549,12198,3904,69988,13635,31795,8201,0.22569914,0.19481911,0.32005247,0.25793364
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,8,110860,24134,14456,3565,68982,12665,32933,7748,0.21173167,0.18359862,0.2466104,0.23526554
MS-MARCO-RBAC,8000000,8000000,SPFresh,bridge,0.5,9,121417,27045,14904,3981,76942,14550,34573,8734,0.21913685,0.18910348,0.2671095,0.25262488
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,0,115430,0,14417,0,70390,0,34181,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,1,113503,0,14234,0,72199,0,36600,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,2,110621,0,14040,0,68459,0,32434,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,3,107768,0,12089,0,65353,0,30655,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,4,114771,0,13515,0,70241,0,33627,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,5,105479,0,12878,0,68071,0,32909,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,6,115250,0,14987,0,69403,0,34775,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,7,117910,0,13003,0,75607,0,33835,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,8,117593,0,16108,0,77688,0,38296,0,0.0,0.0,0.0,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,bridge,0.5,9,117593,0,15025,0,72001,0,35572,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,0,118592,0,11450,0,66955,0,31192,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,1,112978,0,12273,0,67373,0,32997,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,2,119073,0,14531,0,73348,0,34958,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,3,108169,0,13169,0,67335,0,33583,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,4,113429,0,13059,0,65821,0,31680,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,5,111636,0,12163,0,68115,0,31072,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,6,111953,0,12577,0,68350,0,31279,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,7,113391,0,13927,0,68508,0,32345,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,8,116264,0,16580,0,75848,0,38747,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Tombstone,random,0.0,9,112478,0,13496,0,72481,0,35333,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,0,109200,0,11777,0,71911,0,32269,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,1,116282,0,14151,0,73064,0,35096,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,2,116946,0,12466,0,70206,0,33318,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,3,115272,0,15202,0,72687,0,35926,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,4,111071,0,12862,0,68263,0,34745,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,5,109349,0,13918,0,73784,0,35400,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,6,111747,0,13333,0,72283,0,34501,0,0.0,0.0,0.0,0.0
SIFT1M,1000000,1000000,Post-filter,random,0.0,7,113806,0,11827,0,69535,0,31911,0,0.0,0.0,0.0,0.0
