dataset,N,N_indexed,method,pattern,frac,seed,result_leakage,scored_leakage,frontier_leakage,expanded_leakage,returned_leakage,drift10_vs_oracle_rebuild,recall10_vs_exact_topk,latency_mean_ms,latency_p95_ms,latency_p99_ms,memory_ratio_vs_shared,revocation_throughput,compliance_window_s,build_time_s,update_time_ms,operational_leakage
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.975654,9.870353,18.822023,28.546514,0.994618,1247.586,593.434805,61.408,0.808151,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.978563,10.404823,18.463121,26.491534,0.997234,1180.65,583.091804,72.064,0.833171,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.97738,9.707445,20.456846,27.822375,1.006639,1279.206,601.089027,58.302,0.859556,0.0
MS-MARCO-RBAC,8000000,8000000,Oracle,cluster,0.3,9,0.0,0.0,0.0,0.0,0.0,0.0,0.973765,10.722787,19.191537,26.212007,0.985877,1198.161,571.458474,65.53,0.814956,0.0
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,0,0.0,0.2357662,0.31872357,0.33328334,0.0,0.147352,0.935673,9.660627,19.286178,25.704931,0.998734,95077.0,3787.424404,61.658,0.010518,0.22944267
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,1,0.0,0.24280101,0.30531413,0.32388103,0.0,0.142529,0.940422,10.039829,17.602747,26.267593,1.018239,95077.0,3767.833513,62.386,0.010518,0.23019748
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,2,0.0,0.23682214,0.2967366,0.32249817,0.0,0.150332,0.940029,10.539315,18.561584,26.26217,1.016963,95077.0,3617.178583,65.756,0.010518,0.22609414
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,3,0.0,0.23793895,0.31991644,0.39630181,0.0,0.150959,0.936255,9.842336,17.719208,26.499278,1.017821,95077.0,3430.100861,61.181,0.010518,0.23712373
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,4,0.0,0.23284743,0.29498407,0.32645021,0.0,0.14711,0.939859,10.223257,19.36394,25.064621,1.001909,95077.0,3494.466699,67.241,0.010518,0.22500035
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,5,0.0,0.24657534,0.31213399,0.33575018,0.0,0.153792,0.934387,9.78994,18.176839,26.711536,0.995851,95077.0,3592.657729,71.262,0.010518,0.23714034
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,6,0.0,0.24388964,0.305234,0.33904036,0.0,0.146896,0.934372,10.237308,19.427757,25.805822,0.997027,95077.0,3410.449827,65.744,0.010518,0.23342538
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,7,0.0,0.21572051,0.31897778,0.36672278,0.0,0.148337,0.940853,10.350697,18.664763,25.091373,1.01691,95077.0,3835.53181,61.896,0.010518,0.22541993
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,8,0.0,0.23964412,0.30808646,0.36541575,0.0,0.146333,0.935031,9.734499,17.524185,25.063126,1.017321,95077.0,3474.663708,65.512,0.010518,0.23514637
MS-MARCO-RBAC,8000000,8000000,Tombstone,cluster,0.4,9,0.0,0.23997243,0.3032592,0.35652798,0.0,0.140989,0.934314,10.396269,20.033965,25.643298,1.009818,95077.0,3899.163016,73.03,0.010518,0.23463285
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,0,0.0,0.26952607,0.34010642,0.37923439,0.0,0.160668,0.934955,10.80062,19.568802,26.47901,1.007558,90061.042,3663.401495,68.092,0.010549,0.2569993
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,1,0.0,0.25815507,0.34268833,0.39063029,0.0,0.154465,0.931152,10.304509,18.735195,30.612637,1.021348,86957.062,3657.329735,63.069,0.01201,0.2569818
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,2,0.0,0.25119425,0.33279261,0.39205289,0.0,0.157638,0.927541,10.853703,18.872274,26.04955,1.007495,88874.08,3447.429175,64.377,0.011315,0.2518378
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,3,0.0,0.26706731,0.33479038,0.3545693,0.0,0.165756,0.929659,10.801034,19.5872,27.632783,1.025497,92269.073,3566.699713,63.974,0.012153,0.25505024
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,4,0.0,0.28159714,0.33573775,0.40685225,0.0,0.163068,0.933557,10.485806,18.454883,28.608168,1.04339,83357.326,3429.520858,67.121,0.010372,0.26437344
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,5,0.0,0.2637304,0.36568142,0.39922869,0.0,0.15926,0.931851,10.512594,18.26873,27.375184,1.00698,84709.211,3583.219357,73.491,0.011341,0.26124581
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,6,0.0,0.24755347,0.30709751,0.35466086,0.0,0.15831,0.927908,10.341204,20.205826,26.785279,1.014933,84652.255,3503.997054,66.423,0.011722,0.23869105
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,7,0.0,0.2668644,0.32304996,0.37062462,0.0,0.158934,0.933623,10.328475,20.092207,26.230641,1.000437,86165.157,3702.089223,64.392,0.010123,0.25275524
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,8,0.0,0.26699069,0.34684396,0.35652233,0.0,0.165183,0.934897,10.626265,19.933433,28.808686,1.005121,84864.425,3555.298372,64.458,0.011533,0.25901077
MS-MARCO-RBAC,8000000,8000000,Post-filter,cluster,0.4,9,0.0,0.25351308,0.33415968,0.40156783,0.0,0.158044,0.930377,10.99243,19.283471,27.054799,1.005069,93040.758,3807.494808,68.748,0.009716,0.25415616
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,0,0.0,0.07727837,0.11178645,0.12590499,0.0,0.057543,0.95739,11.99696,24.314729,33.787125,1.204601,23628.546,0.048383,71.021,0.041065,0.07987661
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,1,0.0,0.07448764,0.09301943,0.09903382,0.0,0.056606,0.959991,11.955212,21.280638,29.558277,1.18099,24856.805,0.050363,71.621,0.042918,0.07156391
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,2,0.0,0.07253643,0.09022753,0.10628149,0.0,0.057902,0.955987,12.703572,20.488127,35.218492,1.175782,24959.901,0.04788,73.247,0.043201,0.07071058
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,3,0.0,0.07568184,0.09518265,0.10846174,0.0,0.060254,0.954471,11.921067,21.656124,31.331442,1.181575,24604.74,0.047456,66.628,0.042223,0.07124056
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,4,0.0,0.06696778,0.09473299,0.11412051,0.0,0.060302,0.95413,12.588193,20.626551,32.410125,1.189077,24479.986,0.050383,72.124,0.041906,0.06839889
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,5,0.0,0.06979598,0.09187765,0.10059084,0.0,0.059849,0.956202,11.874031,21.349182,28.638499,1.192729,23056.535,0.050077,64.945,0.038607,0.06833783
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,6,0.0,0.0673793,0.08586968,0.09404127,0.0,0.06141,0.959249,11.915336,21.31912,33.813124,1.17859,24671.785,0.049107,75.749,0.041744,0.06604034
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,7,0.0,0.0734496,0.09592999,0.09983493,0.0,0.06552,0.95862,11.503032,22.931201,27.596606,1.184587,23866.858,0.052345,66.204,0.040844,0.07175786
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,8,0.0,0.07488765,0.10703731,0.13017903,0.0,0.061378,0.959194,12.153131,22.503213,31.583877,1.200977,23305.317,0.04912,70.496,0.036465,0.07597119
MS-MARCO-RBAC,8000000,8000000,ACORN,cluster,0.4,9,0.0,0.07671803,0.09943867,0.11180697,0.0,0.06733,0.953267,11.491609,22.247031,30.841561,1.187517,24237.36,0.051087,69.438,0.041989,0.0756014
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,0,0.0,0.06573926,0.08511526,0.08929654,0.0,0.048552,0.959548,11.636265,22.747363,32.076165,1.152648,26617.375,0.038129,65.796,0.038622,0.06266092
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,1,0.0,0.05233365,0.06814923,0.07031355,0.0,0.058259,0.960295,11.208113,21.071636,31.796102,1.15931,27339.143,0.036903,67.899,0.03623,0.05084116
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,2,0.0,0.06815305,0.08030929,0.08358735,0.0,0.040844,0.963497,11.615341,22.295726,33.052417,1.159223,25584.241,0.0417,65.283,0.035536,0.06321421
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,3,0.0,0.05866265,0.06710311,0.07612984,0.0,0.052824,0.958734,11.595264,20.504436,32.054265,1.135843,25846.592,0.040533,74.198,0.034425,0.05432535
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,4,0.0,0.05443524,0.06609736,0.07624939,0.0,0.05362,0.960707,11.606145,21.404418,30.609409,1.144218,26398.674,0.040562,68.485,0.039724,0.05192384
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,5,0.0,0.0615513,0.07857912,0.08358575,0.0,0.057684,0.958292,11.57032,22.438673,29.875033,1.153887,25062.583,0.039005,66.927,0.038291,0.05914477
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,6,0.0,0.06196941,0.08557668,0.10025618,0.0,0.057538,0.962273,12.266669,22.195314,31.627035,1.146337,27750.976,0.038679,69.188,0.038743,0.06306827
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,7,0.0,0.05906359,0.08094924,0.09336554,0.0,0.048572,0.958598,12.289427,20.939293,32.882734,1.138119,26826.612,0.039173,70.747,0.044793,0.05931968
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,8,0.0,0.06108787,0.07433122,0.07862857,0.0,0.053094,0.958707,12.018736,21.645387,31.416924,1.152705,25740.314,0.041801,69.498,0.041156,0.05718989
MS-MARCO-RBAC,8000000,8000000,HoneyBee,cluster,0.4,9,0.0,0.06877179,0.08526508,0.0930062,0.0,0.053066,0.953681,12.229947,23.901825,29.926875,1.168126,25640.69,0.040672,73.458,0.03779,0.06587943
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,0,0.0,0.13785013,0.159404,0.18179767,0.0,0.090654,0.951315,12.033478,21.64956,30.229746,1.093293,17011.0,7.860603,68.088,0.058785,0.12751731
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,1,0.0,0.13588638,0.17528076,0.17408493,0.0,0.093065,0.948881,10.957116,19.668241,28.950905,1.07785,17011.0,8.106051,76.884,0.058785,0.1296486
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,2,0.0,0.13110649,0.1669569,0.17082736,0.0,0.088588,0.953622,11.491835,20.425072,30.624183,1.06834,17011.0,7.727314,64.221,0.058785,0.12418075
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,3,0.0,0.13233498,0.1748935,0.19623368,0.0,0.092926,0.953262,11.669719,20.834237,32.915119,1.078112,17011.0,7.925442,68.221,0.058785,0.12998564
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,4,0.0,0.11907162,0.14665988,0.17567948,0.0,0.095147,0.945287,11.187772,21.212428,29.590044,1.058436,17011.0,7.420767,68.037,0.058785,0.11483836
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,5,0.0,0.13167417,0.1689777,0.18527722,0.0,0.09525,0.953063,11.599568,19.912977,30.340721,1.073506,17011.0,7.493138,68.408,0.058785,0.1266517
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,6,0.0,0.12083363,0.16938762,0.17589204,0.0,0.090999,0.947695,11.934891,21.079442,29.362659,1.078451,17011.0,7.700406,68.045,0.058785,0.11905245
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,7,0.0,0.13741313,0.17241379,0.20360944,0.0,0.089229,0.955952,11.408063,21.689676,31.072273,1.085381,17011.0,7.975929,67.966,0.058785,0.13460142
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,8,0.0,0.1324802,0.17400067,0.19362023,0.0,0.092726,0.9546,11.265724,21.482613,29.571998,1.083363,17011.0,7.85954,65.991,0.058785,0.13027549
MS-MARCO-RBAC,8000000,8000000,SPFresh,cluster,0.4,9,0.0,0.13518637,0.18221767,0.18968066,0.0,0.09184,0.952339,11.318351,21.098819,30.163774,1.066501,17011.0,8.117319,67.582,0.058785,0.13259589
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.037701,0.94178,13.510459,24.949892,37.76441,0.951669,2461.0,0.118261,64.18,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.037106,0.943023,13.135697,24.735764,36.970396,0.964274,2461.0,0.117469,72.095,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.026742,0.943565,13.529309,23.903511,34.483887,0.96109,2461.0,0.115735,69.113,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.031624,0.947721,12.927634,27.260736,40.765325,0.957915,2461.0,0.114607,65.575,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.035551,0.939748,13.146484,24.457787,34.341527,0.953114,2461.0,0.122529,65.248,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.035822,0.939545,12.979347,23.999014,38.642998,0.955094,2461.0,0.118848,70.676,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.041038,0.940969,13.650132,23.115932,37.486587,0.974567,2461.0,0.120359,66.511,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.035348,0.940798,13.184048,24.077363,36.999588,0.953853,2461.0,0.11122,74.796,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.036768,0.944613,13.16375,24.845834,34.705803,0.955643,2461.0,0.109048,64.71,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Physical-delete,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.02934,0.942068,14.266872,26.768239,36.788032,0.950891,2461.0,0.117975,64.519,0.406339,0.0
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,0,0.0,0.09248412,0.12818975,0.13399142,0.0,0.06069,0.953327,12.514277,22.859689,32.054061,1.063203,10931.0,226.306878,69.427,0.091483,0.09040258
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,1,0.0,0.08998124,0.10635256,0.10815642,0.0,0.073474,0.955882,12.462072,22.958175,31.489194,1.071489,10931.0,212.969493,64.389,0.091483,0.08251364
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,2,0.0,0.0729194,0.09612152,0.10002953,0.0,0.059961,0.957029,12.587959,22.804165,36.300141,1.056613,10931.0,206.688038,63.494,0.091483,0.07068153
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,3,0.0,0.07370841,0.09430709,0.10388075,0.0,0.072005,0.957515,12.837883,22.278754,32.66384,1.047039,10931.0,218.835114,64.066,0.091483,0.07183731
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,4,0.0,0.08647949,0.11270145,0.10474693,0.0,0.072928,0.960374,12.440131,23.720383,30.633556,1.060291,10931.0,212.455673,61.063,0.091483,0.08291166
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,5,0.0,0.09171734,0.12224323,0.13439495,0.0,0.069394,0.96469,12.098654,23.654062,32.562591,1.075613,10931.0,227.613439,72.9,0.091483,0.09104927
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,6,0.0,0.09088618,0.10871619,0.12446027,0.0,0.072612,0.959262,12.758276,22.899527,36.266773,1.055623,10931.0,219.947781,63.752,0.091483,0.08549991
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,7,0.0,0.08445884,0.10328321,0.1216669,0.0,0.075959,0.960145,12.143591,23.059811,34.194933,1.089443,10931.0,221.935084,66.83,0.091483,0.08098955
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,8,0.0,0.07693168,0.09989274,0.10387475,0.0,0.067725,0.954488,12.311174,21.928435,33.232722,1.082322,10931.0,208.80362,65.411,0.091483,0.07429175
MS-MARCO-RBAC,8000000,8000000,Periodic-rebuild,cluster,0.4,9,0.0,0.08698896,0.11072095,0.11316641,0.0,0.069261,0.959545,11.802928,21.171293,33.059134,1.058789,10931.0,218.626762,66.922,0.091483,0.08359011
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.004653,0.972637,10.380732,18.820601,28.401984,37.903263,4000.0,0.075887,131.475,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.012095,0.970701,10.303871,19.704967,28.328405,37.126305,4000.0,0.083903,136.239,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.006354,0.979859,10.614312,18.68715,26.460887,37.890716,4000.0,0.08679,142.173,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.001795,0.977333,10.730341,19.074382,26.890381,38.009641,4000.0,0.08188,144.22,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.970195,9.896271,20.052711,24.811995,37.706244,4000.0,0.080628,147.634,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.008584,0.976156,10.14072,18.318523,26.110283,38.132962,4000.0,0.085327,134.195,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.01215,0.976865,10.731385,18.321525,24.820457,37.944745,4000.0,0.079966,130.458,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.004133,0.972975,10.295475,19.452212,25.323417,37.571434,4000.0,0.080643,136.29,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.006621,0.975066,10.2448,18.624603,27.84754,37.982318,4000.0,0.079488,128.616,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-role-index,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.004301,0.97655,9.711848,19.087573,26.140757,38.536648,4000.0,0.075216,148.01,0.25,0.0
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.009052,0.978601,9.848986,18.753821,27.40977,3039.016786,3653.902,0.060686,334.714,0.26815,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.974504,9.894565,18.626937,26.849247,2968.197228,3860.049,0.058837,363.73,0.268881,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.000603,0.975653,9.17784,19.408605,28.514524,2993.353288,3305.369,0.060613,342.652,0.293702,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.979016,9.963093,18.392928,26.63493,3032.482195,3770.25,0.060337,351.661,0.285617,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.009498,0.979043,10.200671,18.972765,28.37916,3076.026651,3558.063,0.05967,307.176,0.3099,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.004762,0.976054,9.720482,19.051021,25.625107,3000.374368,3502.497,0.055222,365.274,0.270056,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.0,0.975354,10.156468,18.935225,26.648747,3011.972935,3463.994,0.056782,312.57,0.261339,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.003786,0.974885,10.386645,19.044071,27.089053,3006.912878,3652.975,0.057983,327.149,0.300449,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.004246,0.973196,10.474074,19.116656,25.655679,2980.567323,3340.848,0.062402,314.467,0.30014,
MS-MARCO-RBAC,8000000,8000000,Per-user-index,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0,0.97244,10.345166,18.336149,26.513977,2994.052468,3544.456,0.059736,336.344,0.265929,
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.015183,0.974862,11.5541,20.551082,28.162258,1.110857,49975.0,0.005713,72.223,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.012596,0.968361,11.396168,20.743657,31.857947,1.098724,49975.0,0.00599,72.711,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.009032,0.97426,11.269948,22.180397,29.399629,1.120453,49975.0,0.006178,75.633,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.012195,0.973209,11.728314,22.24819,30.232865,1.086732,49975.0,0.00585,67.929,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.009815,0.972329,11.83489,22.62912,31.863926,1.109873,49975.0,0.005954,64.743,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.004918,0.967986,11.460296,20.687664,31.37691,1.094953,49975.0,0.006075,73.493,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.004292,0.968047,11.126488,20.476066,30.202486,1.092345,49975.0,0.005859,69.513,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.014725,0.972053,11.421343,20.446203,31.257471,1.097961,49975.0,0.005662,71.998,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.01269,0.970972,10.809484,20.498545,29.818307,1.087648,49975.0,0.006265,61.83,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.007993,0.965418,11.389329,20.251514,29.845091,1.099494,49975.0,0.005838,68.708,0.02001,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,0,0.0,0.0,0.0,0.0,0.0,0.045566,0.921152,9.801782,20.155663,25.010638,1.036296,42767.147,0.005149,63.979,0.025238,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,1,0.0,0.0,0.0,0.0,0.0,0.050974,0.922415,10.331516,18.979474,28.264923,1.030208,41610.041,0.004876,58.548,0.024801,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,2,0.0,0.0,0.0,0.0,0.0,0.052444,0.927344,9.969891,18.371919,28.863636,1.030552,43288.323,0.004934,64.148,0.024398,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,3,0.0,0.0,0.0,0.0,0.0,0.051849,0.920885,10.288321,19.538916,26.170258,1.009359,41657.84,0.00511,70.257,0.02659,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,4,0.0,0.0,0.0,0.0,0.0,0.056908,0.920554,10.264296,19.099661,30.259116,1.046717,40755.395,0.004882,68.417,0.024026,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,5,0.0,0.0,0.0,0.0,0.0,0.049201,0.920798,10.334951,19.896362,24.671816,1.01437,40607.281,0.005025,65.677,0.022498,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,6,0.0,0.0,0.0,0.0,0.0,0.051793,0.91532,10.405796,18.598388,27.762673,1.01364,39862.04,0.004868,73.832,0.021984,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,7,0.0,0.0,0.0,0.0,0.0,0.049853,0.919891,10.790732,19.665333,25.874235,1.033181,41256.513,0.005074,70.537,0.024877,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,8,0.0,0.0,0.0,0.0,0.0,0.044498,0.926346,10.462822,20.383245,27.756307,1.016438,40974.266,0.005103,67.371,0.024685,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-bypass,cluster,0.4,9,0.0,0.0,0.0,0.0,0.0,0.0581,0.928284,10.570147,19.196734,27.083676,1.032519,37793.121,0.00477,64.042,0.025522,0.0
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,0,0.0,0.21710543,0.30357792,0.33520802,0.0,0.135628,0.953509,10.185688,18.734891,28.536272,1.018348,46914.935,0.005121,67.314,0.022758,0.22044174
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,1,0.0,0.2174845,0.29069598,0.323815,0.0,0.138712,0.954662,10.613554,18.376188,26.877929,1.038354,45318.941,0.005087,68.372,0.023367,0.21495294
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,2,0.0,0.22823417,0.30345835,0.29677837,0.0,0.143016,0.947241,10.367195,19.199635,28.78519,1.019015,48170.573,0.005,66.164,0.022722,0.21984585
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,3,0.0,0.22002845,0.28700844,0.34074519,0.0,0.137683,0.948024,10.007911,19.219185,27.130465,1.024481,46260.31,0.004826,62.007,0.023895,0.21623725
MS-MARCO-RBAC,8000000,8000000,Lethe-no-revaware-traversal,cluster,0.4,4,0.0,0.22527024,0.27084209,0.31710165,0.0,0.131757,0.952511,9.669923,19.165636,25.252101,1.040534,45707.101,0.005041,62.246,0.023388,0.2154496
