dataset,N,N_indexed,method,user_type,frac,seed,topk_drift_before_after,recall_before,recall_after,route_trace_drift_before_after,latency_delta_ms,distance_computation_delta_rate,expanded_nodes_delta_rate
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,2,0.000856,0.979345,0.983343,0.002308,0.021614,0.002577,0.003361
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,3,0.003735,0.983404,0.982082,0.003517,0.021946,0.003292,0.0012
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,4,0.003823,0.979549,0.982422,0.002152,0.008199,0.002319,0.002069
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,5,0.001639,0.984133,0.979851,0.000422,0.016091,0.000411,0.001277
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,6,0.000563,0.981874,0.982275,0.00194,0.012112,0.002551,0.003139
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,7,0.003934,0.97984,0.981518,0.00179,0.005629,0.001557,0.002551
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,8,0.001734,0.979302,0.980516,0.0,0.014498,0.001182,0.0
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.4,9,0.002667,0.983163,0.97885,0.001204,0.024559,0.001396,0.003674
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,0,0.003599,0.984403,0.982554,0.002944,0.025063,0.002353,0.00165
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,1,0.003053,0.979812,0.980989,0.002226,0.020117,0.002251,0.001181
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,2,0.002077,0.980632,0.979934,0.001353,0.007878,0.001486,0.003584
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,3,0.002058,0.981627,0.982095,0.001395,0.014735,0.001877,0.000587
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,4,0.003847,0.979061,0.981807,0.003117,0.02103,0.003109,0.001665
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,5,0.003832,0.981608,0.981001,0.003224,0.011386,0.002201,0.002312
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,6,0.002905,0.98347,0.980202,0.002862,0.015265,0.003037,0.00193
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,7,0.003415,0.982741,0.982606,0.000814,0.012961,0.00174,0.002549
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,8,0.001223,0.982153,0.981195,0.00127,0.014927,0.001745,0.002406
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.4,9,0.003443,0.98093,0.97902,0.002025,0.020393,0.0,0.002681
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,0,0.001474,0.980601,0.979013,0.001023,0.013879,0.001423,0.001448
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,1,0.002239,0.979954,0.97985,0.002546,0.013373,0.00152,0.003129
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,2,0.003848,0.981535,0.980908,0.002371,0.022285,0.002708,0.003076
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,3,0.002806,0.983106,0.981134,0.0,0.00365,0.0,0.002981
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,4,0.001664,0.981273,0.981103,8.4e-05,0.020085,0.001321,0.001657
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,5,0.003497,0.980183,0.983417,0.001714,0.014174,0.002041,0.000927
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,6,0.003698,0.981703,0.979728,0.0041,0.010307,0.001753,0.002886
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,7,0.002586,0.979129,0.980251,0.000479,0.012144,0.001575,0.00251
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,8,0.002189,0.980352,0.981053,0.001286,0.011694,0.000533,0.00328
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.4,9,0.002542,0.982193,0.981757,0.001904,0.014839,0.001358,0.001141
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,0,0.017268,0.983689,0.981665,0.014349,0.011989,0.0031,0.0018
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,1,0.011932,0.984256,0.983686,0.00869,0.015323,0.003377,0.0
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,2,0.012954,0.980736,0.978894,0.008782,0.018195,0.00248,0.00264
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,3,0.014409,0.980996,0.982428,0.012498,0.004891,0.004285,0.003541
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,4,0.01561,0.980794,0.980283,0.011713,0.014928,0.001648,0.000897
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,5,0.018264,0.980567,0.97914,0.015183,0.01162,0.001644,0.002986
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,6,0.016305,0.981079,0.97962,0.012537,0.008947,0.002443,0.003871
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,7,0.015218,0.980612,0.982467,0.012441,0.011551,0.004556,0.001426
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,8,0.014415,0.982846,0.981287,0.013194,0.018319,0.001608,0.000844
SIFT1M,1000000,1000000,Lethe,revoked_user,0.5,9,0.014441,0.978799,0.981136,0.01115,0.015332,0.000999,0.000386
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,0,0.00445,0.983461,0.979659,0.005843,0.021772,0.001226,0.001548
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,1,0.000608,0.983283,0.980603,0.000569,0.020912,0.002859,0.002996
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,2,0.000608,0.979486,0.981913,0.000891,0.01427,0.001261,0.000685
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,3,0.00403,0.983009,0.979511,0.005018,0.011464,0.003656,0.000492
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,4,0.005079,0.98061,0.981947,0.005106,0.009098,0.000734,0.0
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,5,0.0031,0.981784,0.980087,0.002163,0.009765,0.003254,0.002225
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,6,0.003375,0.983649,0.981397,0.002465,0.020617,0.000705,0.000871
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,7,0.002064,0.979723,0.980599,0.001645,0.024573,0.001104,0.00177
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,8,0.001324,0.982727,0.979805,0.0,0.008298,0.003324,0.001028
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.5,9,0.003057,0.978983,0.978405,0.003522,0.015138,0.001781,0.000843
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,0,0.003018,0.979483,0.98163,0.003728,0.007036,0.002194,0.002647
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,1,0.005578,0.981297,0.982503,0.005081,0.014556,0.001353,0.001954
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,2,0.00248,0.978499,0.981066,0.001155,0.016706,0.003317,0.0
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,3,0.002514,0.982087,0.981357,0.003119,0.016278,0.002299,0.003233
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,4,0.002887,0.979043,0.980273,0.003932,0.007636,0.004126,0.002352
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,5,0.003979,0.978889,0.980542,0.002555,0.012426,0.001564,0.000502
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,6,0.003848,0.979568,0.981098,0.003129,0.021796,0.00247,0.002409
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,7,0.002957,0.980155,0.979289,0.001825,0.016867,0.00151,0.002026
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,8,0.001761,0.980722,0.981906,0.002396,0.007561,0.000704,0.002982
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.5,9,0.002667,0.982241,0.982207,0.00282,0.000786,0.002684,0.00089
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,0,0.003071,0.982058,0.981588,0.001948,0.009014,0.001141,0.001345
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,1,0.003265,0.978686,0.981817,0.00115,0.018347,0.00292,0.003592
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,2,0.002279,0.979948,0.979056,0.001674,0.023481,0.001425,0.00105
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,3,0.003041,0.982729,0.981662,9.4e-05,0.006675,0.003467,0.002112
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,4,0.002695,0.981677,0.982219,0.003116,0.017356,0.002569,0.001172
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,5,0.001318,0.980524,0.983458,4.7e-05,0.021441,0.001651,0.001535
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,6,0.001867,0.983601,0.983574,0.001272,0.024826,0.002474,0.003609
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,7,0.003494,0.982366,0.980256,0.004358,0.000395,0.001042,0.001608
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,8,0.004456,0.980965,0.982282,0.001361,0.014408,0.001841,0.002314
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.5,9,0.001226,0.98126,0.981494,0.000293,0.019306,0.003365,0.002759
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,0,0.006623,0.980492,0.979001,0.003933,0.009589,0.001981,0.000539
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,1,0.005495,0.981525,0.981635,0.004627,0.021615,0.002281,0.001243
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,2,0.008859,0.983239,0.978062,0.00805,0.009494,0.001132,0.00061
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,3,0.009589,0.980689,0.982755,0.006479,0.021973,0.003913,0.002477
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,4,0.007918,0.98081,0.98139,0.004344,0.009131,0.002228,0.001174
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,5,0.007943,0.981202,0.980289,0.006447,0.018414,0.002469,0.001865
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,6,0.006545,0.978548,0.97871,0.004002,0.025357,0.000376,0.002058
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,7,0.00876,0.983106,0.98406,0.00543,0.014495,0.003718,0.003523
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,8,0.010251,0.980229,0.981267,0.007029,0.018508,0.002922,0.001135
SIFT1M,1000000,1000000,Lethe,revoked_user,0.1,9,0.008971,0.981886,0.98019,0.009244,0.014335,0.001751,0.002565
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,0,0.001998,0.981785,0.984161,0.001074,0.022153,0.001107,0.002174
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,1,0.002276,0.982591,0.979961,0.002433,0.013665,0.001579,0.003737
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,2,0.001902,0.980453,0.979177,0.001311,0.017116,0.001352,0.001909
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,3,0.002783,0.982125,0.982431,0.003066,0.006497,0.001602,0.001127
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,4,0.001976,0.976901,0.979178,0.001441,0.014662,0.001371,0.001049
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,5,0.00254,0.980452,0.981275,0.001744,0.00745,0.000605,0.002692
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,6,0.001691,0.978664,0.981311,0.00202,0.01988,0.001049,0.00176
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,7,0.00033,0.981584,0.980458,0.000162,0.010472,0.000481,0.001527
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,8,0.002615,0.980303,0.980237,0.001398,0.010691,0.000623,0.003528
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.1,9,0.004185,0.979445,0.981155,0.004314,0.011898,0.001033,0.003979
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,0,0.004026,0.980925,0.978655,0.001968,0.010135,0.000898,0.001219
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,1,0.003094,0.98229,0.980791,0.003187,0.010938,0.002862,0.002154
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,2,0.001714,0.981648,0.980963,0.00069,0.014523,0.00235,0.002255
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,3,0.001736,0.982178,0.980964,0.002525,0.015818,0.001932,0.002144
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,4,0.001308,0.980071,0.979738,0.00155,0.008669,0.001872,0.002003
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,5,0.001113,0.981362,0.981985,0.001885,0.017291,0.002652,0.001977
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,6,0.00232,0.982572,0.978367,0.001781,0.012806,6.8e-05,0.001973
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,7,0.002254,0.979059,0.983885,0.002493,0.015342,0.002131,0.001173
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,8,0.001924,0.97991,0.982701,0.000512,0.00579,0.00166,0.000957
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.1,9,0.002408,0.98152,0.980129,0.001838,0.011721,0.001321,0.000774
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,0,0.000817,0.981289,0.981395,0.0,0.01498,0.001689,0.002814
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,1,0.003311,0.983324,0.983457,0.002812,0.000768,0.002418,0.001981
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,2,0.002554,0.98244,0.982099,0.002249,0.019969,0.002143,0.003017
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,3,0.002748,0.979919,0.98156,0.002777,0.012701,0.002018,0.002059
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,4,0.001454,0.981086,0.982705,0.00185,0.0,0.002098,0.001332
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,5,0.004139,0.983536,0.982978,0.003631,0.007801,0.001044,0.002692
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,6,0.000207,0.979148,0.980053,0.0,0.013394,0.002299,0.001943
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,7,0.001407,0.981118,0.981082,0.001662,0.01774,0.002616,0.001228
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,8,0.002454,0.981944,0.978222,0.002643,0.011843,0.002543,0.002175
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.1,9,0.002939,0.979105,0.980716,0.002745,0.00988,0.002768,0.002092
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,0,0.013815,0.979711,0.980775,0.010823,0.011639,0.00169,0.002184
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,1,0.008785,0.981652,0.982014,0.005582,0.02229,0.003009,0.002625
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,2,0.010969,0.97877,0.982797,0.009149,0.016768,0.000974,0.001557
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,3,0.006526,0.982361,0.98175,0.004521,0.017818,0.002854,0.002727
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,4,0.005824,0.979943,0.981983,0.004116,0.008481,0.000966,0.003568
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,5,0.011984,0.982181,0.981178,0.01055,0.012106,0.001422,0.001259
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,6,0.009311,0.979844,0.979795,0.006491,0.015255,0.002635,0.00167
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,7,0.012496,0.981227,0.981054,0.009282,0.022212,0.00269,0.00269
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,8,0.00981,0.982373,0.980902,0.008841,0.014525,0.001768,0.002201
SIFT1M,1000000,1000000,Lethe,revoked_user,0.2,9,0.010738,0.981754,0.981033,0.00913,0.010717,0.002857,0.000313
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,0,0.002522,0.981795,0.979282,0.00129,0.01362,0.002218,0.003896
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,1,0.003503,0.97827,0.984459,0.002064,0.015026,0.001534,0.004037
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,2,0.002946,0.981763,0.980768,0.001852,0.015834,0.002573,0.003118
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,3,0.004288,0.980791,0.981236,0.003883,0.00896,0.00236,0.000178
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,4,0.002177,0.98088,0.980755,0.001953,0.014016,0.003175,0.001901
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,5,0.002543,0.980989,0.980708,0.001675,0.017801,0.001764,0.002739
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,6,0.001261,0.980842,0.984425,0.000198,0.008753,0.001114,0.002302
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,7,0.002051,0.979757,0.979407,0.001682,0.016943,0.001606,0.001577
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,8,0.002577,0.97963,0.98108,0.003461,0.01398,0.00013,0.000328
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.2,9,0.002397,0.978693,0.980777,0.003414,0.007625,0.001617,0.001445
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,0,0.002153,0.979008,0.980646,0.000578,0.013314,0.003018,0.002562
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,1,0.00389,0.976713,0.98029,0.004522,0.011748,0.000411,0.001912
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,2,0.002438,0.980025,0.979679,0.004222,0.008619,0.002714,0.001278
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,3,0.00253,0.983049,0.980398,0.002475,0.017665,0.002438,0.001446
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,4,0.002855,0.980786,0.980856,0.001755,0.011917,0.002917,0.001812
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,5,0.000135,0.982231,0.980635,0.0,0.029308,0.001554,0.000952
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,6,0.00242,0.982342,0.983234,0.001995,0.017358,0.002433,0.00144
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,7,0.001367,0.980648,0.97936,5e-05,0.02127,0.001608,0.001299
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,8,0.00124,0.980836,0.981614,0.0,0.018821,0.003896,0.0023
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.2,9,0.003004,0.979436,0.981239,0.001555,0.018793,0.001943,0.002002
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,0,0.001523,0.980803,0.981696,0.002636,0.025966,0.001159,0.00213
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,1,0.001772,0.978795,0.981711,0.000678,0.012536,0.000691,0.002733
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,2,0.00128,0.979893,0.982714,0.002766,0.025172,0.002965,0.002218
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,3,0.002988,0.981963,0.979204,0.002437,0.015757,0.001425,0.001326
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,4,0.002466,0.979276,0.978758,0.001136,0.013384,0.003451,0.001461
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,5,0.004039,0.981376,0.979889,0.002996,0.023131,0.000894,0.003312
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,6,0.00286,0.980538,0.980656,0.000746,0.027231,0.002673,0.001335
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,7,0.002013,0.982105,0.98269,0.001837,0.007165,0.001862,0.002027
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,8,0.001079,0.979998,0.982171,0.001845,0.012201,0.001339,0.0
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.2,9,0.002981,0.983545,0.980227,0.00302,0.014622,0.000396,0.001258
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,0,0.010159,0.981327,0.982497,0.009576,0.015625,0.0,0.000971
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,1,0.00809,0.98067,0.981522,0.005938,0.013356,0.00095,0.001447
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,2,0.012488,0.980909,0.97975,0.010787,0.00684,0.001711,0.003457
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,3,0.012386,0.981107,0.982559,0.010189,0.020993,0.001039,0.002047
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,4,0.014964,0.982404,0.978804,0.011212,0.015758,0.003321,0.002218
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,5,0.011324,0.982213,0.981073,0.007827,0.008124,0.00237,0.001819
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,6,0.010101,0.9799,0.981774,0.008081,0.007382,0.001306,0.001638
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,7,0.012208,0.980154,0.978005,0.00893,0.009141,0.000403,0.001785
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,8,0.011344,0.979764,0.983402,0.008584,0.016046,0.002256,0.001069
SIFT1M,1000000,1000000,Lethe,revoked_user,0.3,9,0.011443,0.982664,0.979949,0.009926,0.01431,0.002474,0.003124
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,0,0.002333,0.980203,0.981686,0.002601,0.01358,0.002854,0.002169
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,1,0.004242,0.983149,0.982021,0.005043,0.013969,0.003119,0.002917
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,2,0.00179,0.97955,0.982064,0.000968,0.018576,0.002146,0.002296
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,3,0.002064,0.982167,0.980207,0.001551,0.010516,0.002546,0.003198
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,4,0.001427,0.980411,0.985002,0.001564,0.020052,0.0,0.002294
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,5,0.0028,0.98193,0.98164,0.0,0.028876,0.000536,8.1e-05
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,6,0.00228,0.981144,0.979803,0.003108,0.020209,0.001653,0.001661
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,7,0.002844,0.979196,0.980431,0.002847,0.006294,0.002454,0.0
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,8,0.001533,0.980307,0.981964,0.000759,0.018224,0.002659,0.001126
SIFT1M,1000000,1000000,Lethe,same_role_still_authorized,0.3,9,0.000703,0.979107,0.979999,0.00014,0.017126,0.001353,0.002551
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,0,0.001722,0.981965,0.98132,0.00279,0.009141,0.002306,0.00302
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,1,0.003047,0.981711,0.98045,0.002544,0.008858,0.00229,0.00286
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,2,0.002584,0.979922,0.982601,0.001533,0.000376,0.00191,0.001746
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,3,0.00217,0.9812,0.980633,0.001255,0.019597,0.001258,0.001636
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,4,0.004044,0.982255,0.981858,0.002279,0.020358,0.000434,0.00197
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,5,0.001962,0.981167,0.982557,0.002945,0.01443,0.001202,0.002789
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,6,0.001915,0.979999,0.978649,0.000845,0.017327,0.00277,0.001172
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,7,0.003631,0.979359,0.98434,0.003855,0.009551,0.003866,0.00474
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,8,0.002208,0.982239,0.982548,0.001795,0.009517,0.001189,0.000861
SIFT1M,1000000,1000000,Lethe,different_role_still_authorized,0.3,9,0.002567,0.979092,0.979847,0.002868,0.011404,0.003203,0.002151
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,0,0.000595,0.980497,0.983029,0.0,0.017446,0.002494,0.002547
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,1,0.003393,0.979204,0.982278,0.002074,0.02249,0.001607,0.002231
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,2,0.001852,0.981845,0.981521,0.001399,0.011188,0.002205,0.000863
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,3,0.004493,0.981174,0.982995,0.004747,0.000937,0.002838,0.000545
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,4,0.001569,0.980702,0.981341,0.000454,0.019813,0.001581,0.002678
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,5,0.003344,0.981737,0.982357,0.003019,0.021469,0.003357,0.001609
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,6,0.000954,0.980666,0.980627,0.000577,0.015336,0.002133,0.001078
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,7,0.002499,0.981718,0.979023,0.002842,0.018868,0.001698,0.00303
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,8,0.003296,0.98286,0.981357,0.001775,0.005926,0.00336,0.001558
SIFT1M,1000000,1000000,Lethe,ancestor_descendant_still_authorized,0.3,9,0.004204,0.979368,0.978341,0.004146,0.013794,0.001826,0.001124
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,0,0.014763,0.980106,0.979865,0.011243,0.009576,0.002438,0.002536
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,1,0.011769,0.98174,0.983263,0.008642,0.018921,0.00222,0.000326
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,2,0.010918,0.981113,0.980921,0.008655,0.020096,0.001459,0.003219
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,3,0.011143,0.981304,0.981796,0.00862,0.010606,0.001029,0.004739
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,4,0.010954,0.981433,0.98344,0.00814,0.022396,0.002607,0.002073
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,5,0.013716,0.980309,0.979726,0.011356,0.019001,0.002914,0.001082
SIFT1M,1000000,1000000,Lethe,revoked_user,0.4,6,0.011223,0.981145,0.981802,0.007283,0.014609,0.002316,0.003166
